SUB_DIST_C,DISTRICT,STATE,TYPE,NAME,CEN_2001,x,y
Padampur,Ganganagar,Rajasthan,village,39 L N P,"0809900460065018",73.7986087698,29.6664329821
Padampur,Ganganagar,Rajasthan,village,CHAK 5 R B,"0809900460064982",73.5994606800,29.6542461819
Padampur,Ganganagar,Rajasthan,village,CHAK 5 P P A,"0809900460064968",73.7638947355,29.6975004171
Padampur,Ganganagar,Rajasthan,village,CHAK 5 P P B,"0809900460064969",73.7477231283,29.6953914145
Padampur,Ganganagar,Rajasthan,village,CHAK 4 P P,"0809900460064945",73.7334356513,29.7026925727
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 8 TKW,"0809900459064823",73.9243452400,29.7073780455
Padampur,Ganganagar,Rajasthan,village,CHAK 26 B B,"0809900460064928",73.5789676277,29.6985629875
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 43 MMK,"0809900459064800",74.0747601883,29.7699178201
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 29 MJD,"0809900459064846",74.1520325760,29.7680708988
Padampur,Ganganagar,Rajasthan,village,CHAK 8 N N (A),"0809900460064860",73.5943436852,29.7575709024
Karanpur,Ganganagar,Rajasthan,village,CHAK 45 G G,"0809900457064267",73.5577319015,29.7894151745
Karanpur,Ganganagar,Rajasthan,village,CHAK 41 G G,"0809900457064273",73.5835174933,29.7919136498
Padampur,Ganganagar,Rajasthan,village,CHAK 4 C C,"0809900460064895",73.6680055657,29.7588503307
Ganganagar,Ganganagar,Rajasthan,village,CHAK 10 HH,"0809900458064629",73.8314818858,29.7680995325
Karanpur,Ganganagar,Rajasthan,village,CHAK 14 F F,"0809900457064318",73.4922442364,29.7494061444
Ganganagar,Ganganagar,Rajasthan,village,CHAK 19 LNP,"0809900458064615",73.9327405102,29.7754449493
Karanpur,Ganganagar,Rajasthan,village,CHAK 52 G G,"0809900457064322",73.5419797891,29.7605387494
Ganganagar,Ganganagar,Rajasthan,village,CHAK 2 HH II,"0809900458064559",73.8813313038,29.8329017798
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 25 PTP,"0809900459064745",74.2092467109,29.8343704515
Ganganagar,Ganganagar,Rajasthan,village,CHAK 29 G G,"0809900458064580",73.6542003430,29.8184805080
Sadulshahar,Ganganagar,Rajasthan,village,CHAK  KIKAR BRANI,"0809900459064761",73.9678097012,29.8352121366
Ganganagar,Ganganagar,Rajasthan,village,CHAK 30 G G,"0809900458064586",73.7225387034,29.8259093873
Padampur,Ganganagar,Rajasthan,village,CHAK 21 B B,"0809900460064937",73.6429459520,29.6932585155
Padampur,Ganganagar,Rajasthan,village,CHAK 1 P P,"0809900460064949",73.7853312037,29.7062435684
Padampur,Ganganagar,Rajasthan,village,CHAK 5 BB,"0809900460064884",73.7603861629,29.7491944320
Karanpur,Ganganagar,Rajasthan,village,CHAK 16 F F,"0809900457064315",73.4551448368,29.7393245714
Padampur,Ganganagar,Rajasthan,village,CHAK 10 B B,"0809900460064886",73.7360828572,29.7409536329
Suratgarh,Ganganagar,Rajasthan,village,CHAK 30 M O D,"0809900465066704",73.9213438472,29.5841183502
Padampur,Ganganagar,Rajasthan,village,CHAK 12 M L,"0809900460065047",73.6952045003,29.5806974374
Padampur,Ganganagar,Rajasthan,village,CHAK NESARDARPURA,"0809900460065087",73.8003527145,29.5831208509
Suratgarh,Ganganagar,Rajasthan,village,CHAK 39 M O D,"0809900465066695",73.8370274632,29.5806498277
Padampur,Ganganagar,Rajasthan,village,CHAK 5 C C,"0809900460064896",73.6502892448,29.7472901954
Padampur,Ganganagar,Rajasthan,village,CHAK 3 C C,"0809900460064892",73.6755513529,29.7442859862
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 3 SPM,"0809900459064803",74.0430331500,29.7604277204
Ganganagar,Ganganagar,Rajasthan,village,CHAK 1 B B,"0809900458064624",73.8099798704,29.7489937949
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 5 SPM,"0809900459064804",74.0278005732,29.7578451106
Ganganagar,Ganganagar,Rajasthan,village,CHAK 5 A,"0809900458064506",73.8283888046,29.8953952964
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 11 SDS,"0809900459064718",74.1021421231,29.8954345705
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 4 KRW,"0809900459064681",74.2431867939,29.9017844174
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 8BNW,"0809900459064696",74.0367500790,29.8938470580
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 19 SDM,"0809900459064699",74.0297104456,29.8668143913
Karanpur,Ganganagar,Rajasthan,village,CHAK 20 O (RAREWALA),"0809900457064213",73.4422747923,29.8491556489
Karanpur,Ganganagar,Rajasthan,village,CHAK 9 F A,"0809900457064255",73.3954185899,29.8084480686
Karanpur,Ganganagar,Rajasthan,village,CHAK  25 F,"0809900457064196",73.6086162935,29.8867066056
Ganganagar,Ganganagar,Rajasthan,village,CHAK 15 Z,"0809900458064502",73.7779913222,29.8958938537
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 7BNW,"0809900459064695",74.0503643538,29.9045600766
Karanpur,Ganganagar,Rajasthan,village,CHAK 39 H,"0809900457064171",73.4484534457,29.8879897479
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 9 KRW,"0809900459064684",74.2016110596,29.9153840885
Sadulshahar,Ganganagar,Rajasthan,village,CHAK  3 KRW,"0809900459064680",74.2611477420,29.9148555415
Ganganagar,Ganganagar,Rajasthan,village,CHAK 14 Z,"0809900458064503",73.7897738663,29.8923097644
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 4 SDS,"0809900459064687",74.1471770794,29.9161626559
Ganganagar,Ganganagar,Rajasthan,village,CHAK 3 A,"0809900458064483",73.8504187036,29.8994491142
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 6 BNW,"0809900459064698",74.0286243032,29.9134335343
Suratgarh,Ganganagar,Rajasthan,village,CHAK 20 L G W,"0809900465066725",73.9116177425,29.5173741794
Padampur,Ganganagar,Rajasthan,village,CHAK 76 L N P,"0809900460065067",73.7017715834,29.5148005660
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 66 R B,"0809900461065169",73.4780780808,29.5782475077
Padampur,Ganganagar,Rajasthan,village,CHAK 61 L N P,"0809900460065053",73.7276670747,29.5907059251
Ganganagar,Ganganagar,Rajasthan,village,CHAK 28 LNP 1,"0809900458064634",73.8846133092,29.7558787993
Padampur,Ganganagar,Rajasthan,village,CHAK 51 G G,"0809900460064856",73.5546443049,29.7494766988
Karanpur,Ganganagar,Rajasthan,village,CHAK 53 G G,"0809900457064321",73.5237250642,29.7499963510
Karanpur,Ganganagar,Rajasthan,village,CHAK 15 F F,"0809900457064314",73.4718643057,29.7477847281
Ganganagar,Ganganagar,Rajasthan,village,CHAK 12 HH,"0809900458064628",73.8190773099,29.7618292852
Karanpur,Ganganagar,Rajasthan,village,CHAK 56 F,"0809900457064310",73.4191701436,29.7426588692
Karanpur,Ganganagar,Rajasthan,village,CHAK 59 F (A),"0809900457064293",73.3944844643,29.7523165289
Karanpur,Ganganagar,Rajasthan,village,CHAK 7 F F,"0809900457064279",73.5182439247,29.7710446027
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 4 SDP,"0809900459064798",74.0858597503,29.7950724727
Sadulshahar,Ganganagar,Rajasthan,village,32 AMP,"0809900459064790",74.1914763011,29.8050433761
Karanpur,Ganganagar,Rajasthan,village,CHAK 49 F,"0809900457064261",73.4563127596,29.7862741606
Ganganagar,Ganganagar,Rajasthan,village,CHAK 4 HH,"0809900458064602",73.8674947620,29.8014384663
Ganganagar,Ganganagar,Rajasthan,village,CHAK 20 ML (A),"0809900458064606",73.9111837501,29.8080952721
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 20 KSD,"0809900459064671",74.2216044677,29.9413185922
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 21 KSD,"0809900459064668",74.2047037127,29.9393242041
Hanumangarh,Hanumangarh,Rajasthan,village,CHAK 20 H M H,"0810000468067762",74.2886723696,29.5400652835
Tibi,Hanumangarh,Rajasthan,village,CHAK 3 RK,"0810000467067414",74.5417543638,29.5577732343
Tibi,Hanumangarh,Rajasthan,village,CHAK 5 RK,"0810000467067411",74.5312420600,29.5576729821
Tibi,Hanumangarh,Rajasthan,village,CHAK 7 SRW,"0810000467067526",74.5142330244,29.5644213595
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 32 MJD (A),"0809900459064794",74.1437621366,29.7999222096
Ganganagar,Ganganagar,Rajasthan,village,CHAK 7 ML,"0809900458064603",73.8758863290,29.7901441675
Padampur,Ganganagar,Rajasthan,village,CHAK 2 N N,"0809900460064870",73.6781999012,29.7790826805
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 2 SDP,"0809900459064797",74.0999938017,29.7970951148
Karanpur,Ganganagar,Rajasthan,village,CHAK 39 G G,"0809900457064271",73.6206223941,29.7812551272
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 33 PTP,"0809900459064785",74.1546329198,29.8245289589
Ganganagar,Ganganagar,Rajasthan,village,CHAK 1 HH,"0809900458064567",73.8902741009,29.8203261942
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 36 PTP,"0809900459064784",74.1422417932,29.8243502306
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 38 PTP,"0809900459064783",74.1331726821,29.8238956570
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 40 PTP,"0809900459064782",74.1246400255,29.8237755980
Karanpur,Ganganagar,Rajasthan,village,CHAK 47 F,"0809900457064251",73.4695015138,29.8046143652
Suratgarh,Ganganagar,Rajasthan,village,CHAK 27 L G W,"0809900465066720",73.8565955828,29.5174284495
Suratgarh,Ganganagar,Rajasthan,village,CHAK 7 GMD,"0809900465066687",73.8121891347,29.5141144359
Padampur,Ganganagar,Rajasthan,village,CHAK 51 L N P,"0809900460065020",73.8393629425,29.6631236249
Padampur,Ganganagar,Rajasthan,village,CHAK 6  R B,"0809900460064984",73.5820304480,29.6485473537
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 6 F F B,"0809900461065112",73.3497217034,29.6450273553
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 4 F F B,"0809900461065127",73.3771409773,29.6416897785
Padampur,Ganganagar,Rajasthan,village,CHAK 2 9 A M L,"0809900460065028",73.7157229644,29.6531182654
Raisinghnagar,Ganganagar,Rajasthan,village,BARANI,"0809900461065258",73.6696960899,29.5140800773
Suratgarh,Ganganagar,Rajasthan,village,CHAK 25 L G W(B),"0809900465066689",73.8420891714,29.5193474658
Padampur,Ganganagar,Rajasthan,village,CHAK  72  L N P,"0809900460065070",73.7469831633,29.5216231829
Padampur,Ganganagar,Rajasthan,village,CHAK 71 L N P,"0809900460065071",73.7713734468,29.5291997529
Suratgarh,Ganganagar,Rajasthan,village,CHAK 22 L G W(A),"0809900465066718",73.8869164013,29.5352066348
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 6 T K,"0809900461065272",73.5192407634,29.5175935109
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 6 M K (B),"0809900461065264",73.5998939628,29.5315348132
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK  10 M K,"0809900461065267",73.5603412935,29.5315031914
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 31 M L,"0809900461065257",73.6864386566,29.5286889968
Suratgarh,Ganganagar,Rajasthan,village,CHAK 22 L G W(B),"0809900465066719",73.8676437521,29.5405402127
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 20 P S,"0809900461065230",73.5198773986,29.5430713112
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 3 M K,"0809900461065254",73.6403507645,29.5521834976
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 18  P S,"0809900461065233",73.5464084287,29.5500676256
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 17  P S,"0809900461065236",73.5617036540,29.5470097360
Padampur,Ganganagar,Rajasthan,village,CHAK 59 L N P  (2),"0809900460065059",73.7426492882,29.5634111974
Suratgarh,Ganganagar,Rajasthan,village,CHAK 5 D B N,"0809900465066698",73.8648840302,29.5607778468
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 26 P S (B),"0809900461065189",73.3995223890,29.5478952052
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 24 P S,"0809900461065187",73.4408804801,29.5515935026
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 16 P S,"0809900461065237",73.5781938100,29.5553513721
Raisinghnagar,Ganganagar,Rajasthan,village,KHATAN,"0809900461065193",73.2878579137,29.5434609395
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 14 P S (B),"0809900461065241",73.6231070238,29.5642450903
Suratgarh,Ganganagar,Rajasthan,village,CHAK 3 D B N,"0809900465066699",73.8859726876,29.5698359687
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 14 M L,"0809900461065247",73.6863803669,29.5591838237
Padampur,Ganganagar,Rajasthan,village,RIDHMALSAR BARANI,"0809900460065051",73.7162534937,29.5703232904
Suratgarh,Ganganagar,Rajasthan,village,CHAK 27 MOD(A),"0809900465066706",73.9534845409,29.5779928669
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 79 RB(A),"0809900461065164",73.4268254114,29.5635891890
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 9 P S,"0809900461065183",73.5061678105,29.5627563127
Padampur,Ganganagar,Rajasthan,village,CHAK 59 L N P(1),"0809900460065060",73.7497141498,29.5737451029
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 79 R B (B),"0809900461065163",73.4046075754,29.5637761631
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 3 P S,"0809900461065244",73.6407865561,29.5742762309
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 10 P S,"0809900461065184",73.4905917169,29.5622653222
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK  7 P S,"0809900461065234",73.5482664431,29.5680111188
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 6 P S,"0809900461065235",73.5677851447,29.5713989254
Padampur,Ganganagar,Rajasthan,village,CHAK 60 L N P,"0809900460065052",73.7259785361,29.5750436155
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 5  P S,"0809900461065238",73.5912147888,29.5747863085
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 26 R B,"0809900461065386",73.3108517082,29.6222788683
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 14 R B,"0809900461065141",73.4504547050,29.6339876126
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 18 R B,"0809900461065139",73.4273868118,29.6236844681
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 19 R B,"0809900461065138",73.4175984467,29.6233970740
Padampur,Ganganagar,Rajasthan,village,CHAK 3 R B (A),"0809900460065006",73.6485834966,29.6446083154
Padampur,Ganganagar,Rajasthan,village,J\WAN DESAR BARANI,"0809900460065027",73.7083804929,29.6408193806
Padampur,Ganganagar,Rajasthan,village,CHAK 47 L N P 2,"0809900460065022",73.8103108382,29.6462980347
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 7 F F B,"0809900461065129",73.3368492246,29.6332386285
Padampur,Ganganagar,Rajasthan,village,CHAK 43 L N P,"0809900460065024",73.7645380190,29.6460616219
Padampur,Ganganagar,Rajasthan,village,CHAK 1 R B,"0809900460065008",73.6722539313,29.6427652580
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 36 MMK,"0809900459064842",74.1251067213,29.7591201742
Karanpur,Ganganagar,Rajasthan,village,CHAK 58 F,"0809900457064296",73.3946417800,29.7383370772
Ganganagar,Ganganagar,Rajasthan,village,CHAK 10 ML,"0809900458064631",73.8464171331,29.7597111053
Ganganagar,Ganganagar,Rajasthan,village,CHAK 23 M L,"0809900458064632",73.8618079832,29.7482801050
Padampur,Ganganagar,Rajasthan,village,CHAK 8 N N (B),"0809900460064858",73.5742557742,29.7502966434
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 82 R B,"0809900461065162",73.3753298831,29.5620834377
Padampur,Ganganagar,Rajasthan,village,CHAK 62 L N P,"0809900460065084",73.8168991728,29.5849938034
Padampur,Ganganagar,Rajasthan,village,CHAK 57 L N P,"0809900460065086",73.7823490912,29.5838479424
Suratgarh,Ganganagar,Rajasthan,village,CHAK 1 D B N(A),"0809900465066701",73.8842224912,29.5862134881
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 69 R B,"0809900461065166",73.4621894309,29.5726957584
Padampur,Ganganagar,Rajasthan,village,CHAK 2 P S,"0809900460065046",73.6665358263,29.5802314281
Padampur,Ganganagar,Rajasthan,village,CHAK 54 L N P,"0809900460065088",73.8087675740,29.5922696260
Padampur,Ganganagar,Rajasthan,village,CHAK 58 L N P,"0809900460065054",73.7512400161,29.5911545046
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 84 R B (A),"0809900461065158",73.3602433254,29.5782919256
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 5 F F B,"0809900461065115",73.3818778069,29.6561860005
Padampur,Ganganagar,Rajasthan,village,CHAK 8 E E A,"0809900460064980",73.6286182078,29.6663492282
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 9 F F B,"0809900461065125",73.4036687493,29.6539951454
Padampur,Ganganagar,Rajasthan,village,CHAK 7 R B,"0809900460064985",73.5643727700,29.6445426871
Padampur,Ganganagar,Rajasthan,village,CHAK 3 R B (B),"0809900460065005",73.6349619075,29.6490705001
Padampur,Ganganagar,Rajasthan,village,CHAK 3 E E A,"0809900460065013",73.7312286469,29.6529187242
Padampur,Ganganagar,Rajasthan,village,CHAK 14 E E A,"0809900460064974",73.6961115448,29.6793273997
Padampur,Ganganagar,Rajasthan,village,CHAK 4 E E A,"0809900460064971",73.7440485406,29.6791271179
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 9 SDP,"0809900459064802",74.0462740838,29.7811521628
Ganganagar,Ganganagar,Rajasthan,village,CHAK 9 HH,"0809900458064622",73.8137634033,29.7844819207
Karanpur,Ganganagar,Rajasthan,village,CHAK 2 F C MUKAN,"0809900457064289",73.3624495287,29.7661989298
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 12 BNW,"0809900459064700",74.0028098118,29.8872422396
Sadulshahar,Ganganagar,Rajasthan,village,CHAK  4 KRW,"0809900459064681",74.2578190267,29.9030955478
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 30 AMP,"0809900459064791",74.2103289311,29.8107404886
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 37 PTP,"0809900459064750",74.1313724528,29.8488757166
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 20 SDM,"0809900459064709",74.0017379792,29.8497560366
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 39 PTP,"0809900459064751",74.1180706133,29.8492478623
Padampur,Ganganagar,Rajasthan,village,CHAK 2 J J(A),"0809900460064923",73.5542157755,29.6671772334
Padampur,Ganganagar,Rajasthan,village,CHAK 4 J J,"0809900460064922",73.5431164405,29.6622774884
Padampur,Ganganagar,Rajasthan,village,CHAK 10 E E A,"0809900460065012",73.7279861657,29.6703397705
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 7 F D,"0809900461065111",73.3408438265,29.6578933749
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 57 R B,"0809900461065174",73.5595635074,29.5993973153
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 78 R B,"0809900461065148",73.4348998395,29.5845661870
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 67 R B,"0809900461065168",73.4740836299,29.5948222936
Padampur,Ganganagar,Rajasthan,village,CHAK 31 R B (2),"0809900460065030",73.7005681386,29.6111515959
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 71 R B,"0809900461065146",73.4529587102,29.5992425880
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 72 R B,"0809900461065147",73.4385047561,29.5996064841
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 73 R B,"0809900461065149",73.4162384133,29.5941170516
Padampur,Ganganagar,Rajasthan,village,CHAK 27 M L,"0809900460065050",73.7174108792,29.5997331702
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 74 R B,"0809900461065150",73.3957771153,29.5954812749
Padampur,Ganganagar,Rajasthan,village,CHAK 53 R B,"0809900460065040",73.6076776015,29.6041823308
Padampur,Ganganagar,Rajasthan,village,CHAK 51 R B,"0809900460065039",73.6225276675,29.6055789984
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 77 R B,"0809900461065153",73.3368112094,29.5995263610
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 28 R B,"0809900461065154",73.3086213201,29.5992464250
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 64 R B,"0809900461065145",73.4807498913,29.6042530128
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 61 R B,"0809900461065172",73.5212587910,29.6070976974
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 62 R B,"0809900461065171",73.5089743965,29.6017394409
Padampur,Ganganagar,Rajasthan,village,CHAK 13 E E A,"0809900460064975",73.6987394760,29.6920035268
Padampur,Ganganagar,Rajasthan,village,CHAK 23 B B,"0809900460064934",73.6251564925,29.6925098094
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 6 F D,"0809900461065108",73.3185034296,29.6675173384
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 24 F F,"0809900461065118",73.4325839088,29.6825035637
Padampur,Ganganagar,Rajasthan,village,CHAK 31 L N P,"0809900460064954",73.8685858101,29.7016431193
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 11 SDP,"0809900459064771",74.0339040416,29.7848391550
Karanpur,Ganganagar,Rajasthan,village,CHAK 3 F C,"0809900457064290",73.3490627060,29.7577029585
Ganganagar,Ganganagar,Rajasthan,village,CHAK 2 C,"0809900458064355",73.7873015617,29.9351274567
Ganganagar,Ganganagar,Rajasthan,village,CHAK 2 LNP(6D),"0809900458064436",73.9614905556,29.9448315797
Ganganagar,Ganganagar,Rajasthan,village,CHAK 5 Z,"0809900458064467",73.8733284677,29.9407434647
Padampur,Ganganagar,Rajasthan,village,CHAK 50 L N P,"0809900460065097",73.8384367547,29.6288334105
Padampur,Ganganagar,Rajasthan,village,CHAK 46 L N P,"0809900460065026",73.7528924395,29.6311707002
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 15 R B,"0809900461065143",73.4582154194,29.6216129722
Padampur,Ganganagar,Rajasthan,village,CHAK 40 L N P,"0809900460065092",73.8046614063,29.6308388337
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 23 R B,"0809900461065134",73.3617092353,29.6140688282
Padampur,Ganganagar,Rajasthan,village,CHAK 39 R B,"0809900460065002",73.6024706612,29.6270222533
Padampur,Ganganagar,Rajasthan,village,CHAK 35 R B,"0809900460065035",73.6599713700,29.6298830534
Padampur,Ganganagar,Rajasthan,village,CHAK 40 R B,"0809900460065001",73.5919518360,29.6177005156
Padampur,Ganganagar,Rajasthan,village,CHAK  36 R B (A),"0809900460065036",73.6474936359,29.6279547036
Padampur,Ganganagar,Rajasthan,village,CHAK 46 R B (A),"0809900460064993",73.5337150799,29.6215229160
Padampur,Ganganagar,Rajasthan,village,CHAK 42 R B,"0809900460064999",73.5758531435,29.6325418051
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 20 R B,"0809900461065137",73.4049371270,29.6204870725
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 21 R B,"0809900461065136",73.3908707773,29.6207918246
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 27 F F,"0809900461065113",73.3617044765,29.6621855301
Padampur,Ganganagar,Rajasthan,village,CHAK 4 B B A,"0809900460064911",73.4658653400,29.6742987996
Padampur,Ganganagar,Rajasthan,village,CHAK 35 B B,"0809900460064917",73.4860304629,29.6688919655
Raisinghnagar,Ganganagar,Rajasthan,village,CHAK 26 F F,"0809900461065114",73.3780434571,29.6669083709
Padampur,Ganganagar,Rajasthan,village,CHAK7 E E A,"0809900460064979",73.6247787012,29.6771660620
Sadulshahar,Ganganagar,Rajasthan,village,CHAK 1 SDP,"0809900459064779",74.0905772855,29.8193608404
Ganganagar,Ganganagar,Rajasthan,village,CHAK 9 LL,"0809900458064593",73.7683674563,29.8114220481
