SUB_DIST_C,DISTRICT,STATE,TYPE,NAME,CEN_2001,x,y
Chittaurgarh,Chittaurgarh,Rajasthan,village,THUKRAVA,"0812600659100792",74.5666973224,24.8526250030
Dungarpur,Dungarpur,Rajasthan,village,PUNALI,"0812400646097719",73.9186303463,23.8473517059
Aspur,Dungarpur,Rajasthan,village,MAL,"0812400647097842",74.0922034918,23.8583257054
Aspur,Dungarpur,Rajasthan,village,GOTHRA,"0812400647097814",74.0820525846,23.9079322635
Begun,Chittaurgarh,Rajasthan,village,ANDHARIYO KI JHOPARIA,"0812600657100266",75.0696528526,25.1164998330
Bhadesar,Chittaurgarh,Rajasthan,village,GUDHA,"0812600662101238",74.3820300415,24.7331539844
Nimbahera,Chittaurgarh,Rajasthan,village,SARTHAL,"0812600663101347",74.7089785975,24.7461554593
Bhadesar,Chittaurgarh,Rajasthan,village,BHUTIA  KALAN,"0812600662101242",74.4773182183,24.7333527289
Chittaurgarh,Chittaurgarh,Rajasthan,village,GHAGHASA,"0812600659100791",74.5554440471,24.8396162390
Rawatbhata,Chittaurgarh,Rajasthan,village,BORAV,"0812600658100414",75.3734790354,24.9491176069
Begun,Chittaurgarh,Rajasthan,village,SAMELA,"0812600657100373",75.0555374680,24.9532967046
Begun,Chittaurgarh,Rajasthan,village,SONGAR,"0812600657100291",74.9720939323,25.0139173923
Bhadesar,Chittaurgarh,Rajasthan,village,(NAWABPURA),"0812600662101247",74.5518662982,24.7416641472
Bhadesar,Chittaurgarh,Rajasthan,village,HATIPURA,"0812600662101245",74.5231536695,24.7463168524
Chittaurgarh,Chittaurgarh,Rajasthan,village,BHATIYON KA KHERA,"0812600659100828",74.7176864160,24.7554248073
Nimbahera,Chittaurgarh,Rajasthan,village,BAGRERA,"0812600663101494",74.8677957366,24.7416505568
Chittaurgarh,Chittaurgarh,Rajasthan,village,BHIMPURIYA,"0812600659100755",74.7403847366,24.8705095284
Bhadesar,Chittaurgarh,Rajasthan,village,BHUTIA KHURD,"0812600662101206",74.4738515993,24.7447778391
Rawatbhata,Chittaurgarh,Rajasthan,village,AMARPURA,"0812600658100509",75.3049700434,24.7683344522
Bhadesar,Chittaurgarh,Rajasthan,village,BHILGATTI,"0812600662101248",74.5415487499,24.7329822628
Rawatbhata,Chittaurgarh,Rajasthan,village,HAMERGANJ,"0812600658100496",75.2177948260,24.7729565823
Rawatbhata,Chittaurgarh,Rajasthan,village,AJPURA,"0812600658100526",75.4398447526,24.8346995589
Rawatbhata,Chittaurgarh,Rajasthan,village,RANKHERA,"0812600658100587",75.7060103441,24.8422269235
Bhadesar,Chittaurgarh,Rajasthan,village,DOTARI,"0812600662101185",74.4663888614,24.7995013907
Chittaurgarh,Chittaurgarh,Rajasthan,village,KHOR,"0812600659100767",74.6521793293,24.8110877426
Bhadesar,Chittaurgarh,Rajasthan,village,PANCHDEVLA,"0812600662101198",74.5254137321,24.8078668667
Dungarpur,Dungarpur,Rajasthan,village,ROHANWARA,"0812400646097485",73.7002490771,23.9462426235
Dungarpur,Dungarpur,Rajasthan,village,SAWGARH,"0812400646097591",73.8781563707,23.9340125749
Bari Sadri,Chittaurgarh,Rajasthan,village,NAWAKHERA,"0812600664101647",74.4188531307,24.3242356859
Bari Sadri,Chittaurgarh,Rajasthan,village,RUPPURA,"0812600664101658",74.4369424507,24.3273293717
Bari Sadri,Chittaurgarh,Rajasthan,village,SOLANKIYON KA KHERA,"0812600664101635",74.3684930175,24.3300004700
Bari Sadri,Chittaurgarh,Rajasthan,village,TEGARIYO KA PHALA,"0812600664101646",74.4034890101,24.3340635673
Bari Sadri,Chittaurgarh,Rajasthan,village,SEMALKHERA,"0812600664101590",74.5134133045,24.3898141226
Bari Sadri,Chittaurgarh,Rajasthan,village,PARLIYA,"0812600664101551",74.5187377652,24.4702088064
Bari Sadri,Chittaurgarh,Rajasthan,village,KHARDEVLA,"0812600664101548",74.4906095478,24.4672747948
Dungla,Chittaurgarh,Rajasthan,village,ARTHALA,"0812600661101150",74.3578179446,24.4796684150
Bhadesar,Chittaurgarh,Rajasthan,village,BARLI KI DHANI,"0812600662101277",74.5229690641,24.6892332247
Nimbahera,Chittaurgarh,Rajasthan,village,EKLINGPURA,"0812600663101483",74.8629060888,24.6847177961
Bhadesar,Chittaurgarh,Rajasthan,village,NAPANIA,"0812600662101225",74.3302878135,24.6713669225
Sagwara,Dungarpur,Rajasthan,village,MORDI,"0812400648098146",73.9797924554,23.5299866271
Simalwara,Dungarpur,Rajasthan,village,FOREST,"0812400649098369",73.8510870039,23.4514763944
Simalwara,Dungarpur,Rajasthan,village,KHRKHAYA,"0812400649098311",73.8162244926,23.5109463724
Sagwara,Dungarpur,Rajasthan,village,FOREST,"0812400648098158",73.9183326920,23.5000477312
Bhim,Rajsamand,Rajasthan,village,AMARPURA,"0812300639096418",74.3402991890,25.9176135116
Bhim,Rajsamand,Rajasthan,village,BAR,"0812300639096417",74.3255477308,25.9059734813
Chittaurgarh,Chittaurgarh,Rajasthan,village,JAISINGHPURA,"0812600659100708",74.7931069094,25.0482256362
Begun,Chittaurgarh,Rajasthan,village,UDAIPURIYA,"0812600657100355",74.9491521271,24.9025066301
Chittaurgarh,Chittaurgarh,Rajasthan,village,CHITTAURGARH FORT,"0812600659100760",74.6476472790,24.8796643465
Rawatbhata,Chittaurgarh,Rajasthan,village,BALERHHA,"0812600658100482",75.2777812934,24.9581337316
Rashmi,Chittaurgarh,Rajasthan,village,BHIMGARH,"0812600655100028",74.3839784238,25.0162749774
Dungarpur,Dungarpur,Rajasthan,village,WAGDARI,"0812400646097482",73.6516573653,23.8965664393
Begun,Chittaurgarh,Rajasthan,village,LARPURA,"0812600657100359",74.9675480270,24.9150163546
Kapasan,Chittaurgarh,Rajasthan,village,KESARKHERI,"0812600660100898",74.3528842989,24.9044040405
Chittaurgarh,Chittaurgarh,Rajasthan,village,GALEMAL,"0812600659100730",74.7318336744,24.9214177249
Rawatbhata,Chittaurgarh,Rajasthan,village,HATHIPAGGA KALAKHET,"0812600658100452",75.5360719739,24.9346615412
Dungla,Chittaurgarh,Rajasthan,village,PARANA,"0812600661101171",74.3350500087,24.4289386663
Bari Sadri,Chittaurgarh,Rajasthan,village,AMBAWALI,"0812600664101565",74.4922847115,24.4352215913
Bari Sadri,Chittaurgarh,Rajasthan,village,JARKHANA,"0812600664101573",74.4476384945,24.4359806669
Bhadesar,Chittaurgarh,Rajasthan,village,NARDARL,"0812600662101240",74.4177552126,24.7287575958
Nimbahera,Chittaurgarh,Rajasthan,village,SAND,"0812600663101362",74.5623565204,24.7199624662
Chittaurgarh,Chittaurgarh,Rajasthan,village,KANTHARIYA,"0812600659100781",74.5925569708,24.7951243676
Begun,Chittaurgarh,Rajasthan,village,GARHWARA,"0812600657100368",75.0117815326,24.9162473471
Chittaurgarh,Chittaurgarh,Rajasthan,village,JAVASIYA,"0812600659100738",74.7964894305,24.9172665995
Begun,Chittaurgarh,Rajasthan,village,JALSAGAR,"0812600657100362",74.9848351367,24.9175645988
Rawatbhata,Chittaurgarh,Rajasthan,village,BORDA,"0812600658100470",75.3409577345,24.9353477977
Nimbahera,Chittaurgarh,Rajasthan,village,GUJARKHERI,"0812600663101493",74.8927762236,24.7465676505
Bari Sadri,Chittaurgarh,Rajasthan,village,KALYANPURA,"0812600664101660",74.4408439503,24.3192273786
Nimbahera,Chittaurgarh,Rajasthan,village,DHINWA,"0812600663101417",74.6366741399,24.6080544147
Bhadesar,Chittaurgarh,Rajasthan,village,BARKHERA,"0812600662101316",74.4598304121,24.6063810290
Nimbahera,Chittaurgarh,Rajasthan,village,SAKRIYA,"0812600663101416",74.6580552008,24.6097869660
Dungla,Chittaurgarh,Rajasthan,village,PIRONA,"0812600661101154",74.3892067338,24.5238253626
Nimbahera,Chittaurgarh,Rajasthan,village,BHEMLI,"0812600663101418",74.6379043396,24.5917477355
Nimbahera,Chittaurgarh,Rajasthan,village,UNCHA,"0812600663101419",74.6211245994,24.5914065662
Nimbahera,Chittaurgarh,Rajasthan,village,RANIKHERA,"0812600663101427",74.6566364793,24.5895042125
Nimbahera,Chittaurgarh,Rajasthan,village,MANDAN GULFAROSHAN,"0812600663101430",74.6743386687,24.5837811713
Rawatbhata,Chittaurgarh,Rajasthan,village,BHIMPURA,"0812600658100588",75.6999055960,24.8307154595
Nimbahera,Chittaurgarh,Rajasthan,village,VENIPURIYA,"0812600663101510",74.9197934726,24.7161382609
Bhadesar,Chittaurgarh,Rajasthan,village,MAWRA,"0812600662101262",74.4094521466,24.6999145202
Nimbahera,Chittaurgarh,Rajasthan,village,KARUNDA,"0812600663101359",74.5992069784,24.7030513380
Nimbahera,Chittaurgarh,Rajasthan,village,BHOPALI,"0812600663101370",74.6361236762,24.7092529482
Nimbahera,Chittaurgarh,Rajasthan,village,CHARLIYA,"0812600663101381",74.7777404450,24.7097259656
Rashmi,Chittaurgarh,Rajasthan,village,RAIPURIYA,"0812600655100029",74.4145063259,25.0389260056
Gangrar,Chittaurgarh,Rajasthan,village,DHUWALIYA,"0812600656100131",74.6550343312,25.0482286873
Rashmi,Chittaurgarh,Rajasthan,village,UNCHA,"0812600655099953",74.4651400238,25.1422816305
Gangrar,Chittaurgarh,Rajasthan,village,BHATKHERA,"0812600656100052",74.7129378685,25.1700798975
Bhadesar,Chittaurgarh,Rajasthan,village,PIPLI GUJARAN,"0812600662101190",74.4564756775,24.7860037960
Bhadesar,Chittaurgarh,Rajasthan,village,SHIVADANPURA,"0812600662101189",74.4462833917,24.7801734453
Bhadesar,Chittaurgarh,Rajasthan,village,JETPURA KALAN,"0812600662101194",74.4809715325,24.7876095658
Chittaurgarh,Chittaurgarh,Rajasthan,village,THIKRIYA,"0812600659100822",74.6621512322,24.7864207340
Bari Sadri,Chittaurgarh,Rajasthan,village,KITKHERA,"0812600664101592",74.5189143725,24.3732530150
Bari Sadri,Chittaurgarh,Rajasthan,village,GAJANDEVI,"0812600664101585",74.4437798239,24.4020362753
Bhadesar,Chittaurgarh,Rajasthan,village,HAPAKHERI,"0812600662101321",74.4573515596,24.5692100014
Nimbahera,Chittaurgarh,Rajasthan,village,BIRIYAKHERI,"0812600663101421",74.6147282316,24.5781870558
Nimbahera,Chittaurgarh,Rajasthan,village,SEMLIYA,"0812600663101442",74.7013134671,24.5776034570
Chittaurgarh,Chittaurgarh,Rajasthan,village,MERI KA AMRANA,"0812600659100816",74.6147659405,24.7491977289
Sagwara,Dungarpur,Rajasthan,village,RAMSOR,"0812400648098171",74.0044893413,23.4627971516
Kapasan,Chittaurgarh,Rajasthan,village,JAWANPURA,"0812600660101007",74.3272096551,24.7857826892
Chittaurgarh,Chittaurgarh,Rajasthan,village,BAIJNATHIYA,"0812600659100661",74.4808796402,24.8650690969
Chittaurgarh,Chittaurgarh,Rajasthan,village,BHARLIYA KHERA,"0812600659100828",74.5059262765,24.8691588397
Chittaurgarh,Chittaurgarh,Rajasthan,village,GODI,"0812600659100734",74.7604583397,24.9105038295
Bhim,Rajsamand,Rajasthan,village,KANIYA KHERA,"0812300639096419",74.3406561772,25.9027881128
Bhim,Rajsamand,Rajasthan,village,BARIYA HIRA,"0812300639096411",74.3162280311,25.9327990018
Bari Sadri,Chittaurgarh,Rajasthan,village,SEMLIA,"0812600664101615",74.4315247611,24.3729992881
Bari Sadri,Chittaurgarh,Rajasthan,village,LAXMIPURA,"0812600664101608",74.4564548820,24.3841131354
Bari Sadri,Chittaurgarh,Rajasthan,village,PANDERA,"0812600664101616",74.4338353286,24.3862489059
Bhadesar,Chittaurgarh,Rajasthan,village,NAPAWALI,"0812600662101323",74.4613669153,24.5905565793
Nimbahera,Chittaurgarh,Rajasthan,village,KACHRIYAKHERA,"0812600663101412",74.5985929389,24.6015998871
Bhadesar,Chittaurgarh,Rajasthan,village,AKALAGARH,"0812600662101323",74.4392925875,24.6150594033
Bhadesar,Chittaurgarh,Rajasthan,village,TARJELA,"0812600662101301",74.4488718214,24.6335416063
Bhadesar,Chittaurgarh,Rajasthan,village,SURAJPURA,"0812600662101231",74.4580762071,24.6384307245
Dungla,Chittaurgarh,Rajasthan,village,AJAMPURA,"0812600661101086",74.3479225064,24.6328253307
Nimbahera,Chittaurgarh,Rajasthan,village,ARNIYAMAD,"0812600663101436",74.7185773176,24.6419384877
Dungarpur,Dungarpur,Rajasthan,village,DOLWAR UPLY,"0812400646097734",73.8352622150,23.8041954555
Aspur,Dungarpur,Rajasthan,village,WALAI,"0812400647097891",74.2343935871,23.8242204654
Dungarpur,Dungarpur,Rajasthan,village,GHARMALA,"0812400646097546",73.5739952049,23.7859261382
Rawatbhata,Chittaurgarh,Rajasthan,village,GUJARON KI MOKHAN,"0812600658100491",75.2287458397,24.7802547563
Nimbahera,Chittaurgarh,Rajasthan,village,KANERA,"0812600663101498",74.9012927438,24.7231133173
Chittaurgarh,Chittaurgarh,Rajasthan,village,CHAUTHPURA,"0812600659100796",74.5944311004,24.8114767587
Bhadesar,Chittaurgarh,Rajasthan,village,AKOLA KHURD,"0812600662101299",74.4686544817,24.6265446456
Dungla,Chittaurgarh,Rajasthan,village,MORWAN,"0812600661101089",74.3283196339,24.6119632844
Nimbahera,Chittaurgarh,Rajasthan,village,BAROLIMADHOSINGH,"0812600663101414",74.6385646640,24.6303065932
Bhadesar,Chittaurgarh,Rajasthan,village,SHIVPURA,"0812600662101307",74.4701216416,24.6361414289
Bhadesar,Chittaurgarh,Rajasthan,village,KANNAUJIYA,"0812600662101250",74.5200247593,24.7157551686
Rawatbhata,Chittaurgarh,Rajasthan,village,DEVPURA,"0812600658100637",75.3197762654,24.7245380145
Bhadesar,Chittaurgarh,Rajasthan,village,GANTHERI,"0812600662101256",74.4766429161,24.7071440595
Kapasan,Chittaurgarh,Rajasthan,village,UCHANAR KALAN,"0812600660101065",74.3489328101,24.7662149593
Chittaurgarh,Chittaurgarh,Rajasthan,village,PATNIYA,"0812600659100807",74.6054522016,24.7796911561
Nimbahera,Chittaurgarh,Rajasthan,village,DIPPURA,"0812600663101490",74.8725274903,24.7801278143
Bhadesar,Chittaurgarh,Rajasthan,village,KANSIYA KALAN,"0812600662101212",74.3788621433,24.7685343406
Kapasan,Chittaurgarh,Rajasthan,village,KHANJI KA KHERA,"0812600660100997",74.4214999201,24.7809559173
Begun,Chittaurgarh,Rajasthan,village,BAGPACHHLIKHERI,"0812600657100340",75.0501601807,24.9818005798
Rawatbhata,Chittaurgarh,Rajasthan,village,KHALGAON,"0812600658100463",75.4834184868,24.9952940945
Kapasan,Chittaurgarh,Rajasthan,village,TURKIYA KHURD,"0812600660100903",74.3769185497,24.9537201750
Chittaurgarh,Chittaurgarh,Rajasthan,village,SURATSINGHJI KA KHERA,"0812600659100715",74.8146713703,24.9768871956
Kapasan,Chittaurgarh,Rajasthan,village,LAKHA KA KHERA,"0812600660100901",74.3663194847,24.9586712084
Begun,Chittaurgarh,Rajasthan,village,JODHA PATEL KI KHERI,"0812600657100313",74.9815707055,24.9690156439
Rawatbhata,Chittaurgarh,Rajasthan,village,JAVRA KALA,"0812600658100441",75.6022820319,24.9821994820
Begun,Chittaurgarh,Rajasthan,village,AMARPURA,"0812600657100218",75.1295799236,24.9746327963
Begun,Chittaurgarh,Rajasthan,village,SUDARSANPURA,"0812600657100374",75.0576999125,24.9466937066
Dungarpur,Dungarpur,Rajasthan,village,JHAMBUDI,"0812400646097518",73.4133885192,23.7989166780
Rawatbhata,Chittaurgarh,Rajasthan,village,NIMDI VIRAN,"0812600658100521",75.3328213410,24.7688370833
Dungla,Chittaurgarh,Rajasthan,village,AHIRANKHERA,"0812600661101153",74.3690456468,24.5116932028
Bari Sadri,Chittaurgarh,Rajasthan,village,PALAKHERI,"0812600664101528",74.4684967011,24.5150186628
Bhadesar,Chittaurgarh,Rajasthan,village,SOMAWAS,"0812600662101319",74.4397676667,24.5800912905
Nimbahera,Chittaurgarh,Rajasthan,village,SIGRI,"0812600663101432",74.7032493761,24.5995958617
Dungla,Chittaurgarh,Rajasthan,village,GHORAKHERA,"0812600661101082",74.3701017406,24.6584320737
Bhadesar,Chittaurgarh,Rajasthan,village,CHATARA KHERA,"0812600662101289",74.4862416400,24.6696507463
Nimbahera,Chittaurgarh,Rajasthan,village,GOTHRA,"0812600663101391",74.7351494463,24.6719752613
Nimbahera,Chittaurgarh,Rajasthan,village,RATHAJANA,"0812600663101392",74.7576594935,24.6669982770
Bhadesar,Chittaurgarh,Rajasthan,village,PIPLI KA GURHA,"0812600662101284",74.5167405312,24.6586229713
Nimbahera,Chittaurgarh,Rajasthan,village,SEMLIYA,"0812600663101442",74.9161875749,24.7261287602
Nimbahera,Chittaurgarh,Rajasthan,village,KRIPARAM KI KHERI,"0812600663101378",74.7275296857,24.7180288121
Chittaurgarh,Chittaurgarh,Rajasthan,village,BHILYAKHERA,"0812600659100684",74.7089740674,24.9608004095
Chittaurgarh,Chittaurgarh,Rajasthan,village,SIRORI,"0812600659100641",74.5423729785,24.9536601791
Rawatbhata,Chittaurgarh,Rajasthan,village,BALAPURA,"0812600658100438",75.6036689815,24.9971854535
Begun,Chittaurgarh,Rajasthan,village,KARANPURIYA,"0812600657100324",75.0893739865,25.0152540932
Begun,Chittaurgarh,Rajasthan,village,MANDAVARI,"0812600657100293",74.9701763589,24.9883943484
Nimbahera,Chittaurgarh,Rajasthan,village,MARJIVI,"0812600663101472",74.7088076687,24.5300489053
Dungla,Chittaurgarh,Rajasthan,village,DEOLI,"0812600661101126",74.3558944073,24.5269049911
Bari Sadri,Chittaurgarh,Rajasthan,village,BHANUJA,"0812600664101525",74.4915088048,24.5300787138
Bhadesar,Chittaurgarh,Rajasthan,village,BANI,"0812600662101340",74.5433154490,24.5903048096
Chittaurgarh,Chittaurgarh,Rajasthan,village,BAJUNDA,"0812600659100773",74.5910901591,24.8430729685
Bhadesar,Chittaurgarh,Rajasthan,village,DHANET,"0812600662101267",74.4448872163,24.6728145161
Bhadesar,Chittaurgarh,Rajasthan,village,GULABJI KA GURHA,"0812600662101280",74.5289983712,24.6805488110
