SUB_DIST_C,DISTRICT,STATE,TYPE,NAME,CEN_2001,x,y
Aklera,Jhalawar,Rajasthan,village,DEVKHO,"0812900680104576",76.6348237033,24.2912418407
Jhalrapatan,Jhalawar,Rajasthan,village,SHIVPURA,"0812900679104257",76.2273902413,24.3339960141
Manohar Thana,Jhalawar,Rajasthan,village,GAJWARI,"0812900681104700",76.7761491931,24.3476355827
Manohar Thana,Jhalawar,Rajasthan,village,PIRTHPURA,"0812900681104708",76.7076023143,24.3458951777
Khanpur,Jhalawar,Rajasthan,village,HATAKHRA,"0812900678103834",76.3530609560,24.7277682344
Khanpur,Jhalawar,Rajasthan,village,BAGOD,"0812900678103846",76.2455751580,24.7310367424
Khanpur,Jhalawar,Rajasthan,village,DOONDI,"0812900678103833",76.3707241834,24.7257635620
Khanpur,Jhalawar,Rajasthan,village,GURJENI,"0812900678103872",76.3394610475,24.7344451628
Aklera,Jhalawar,Rajasthan,village,CHANDARPURA,"0812900680104539",76.5117224645,24.3067140018
Aklera,Jhalawar,Rajasthan,village,SARKANDI KHURD,"0812900680104533",76.5868277462,24.3069668366
Jhalrapatan,Jhalawar,Rajasthan,village,DANTIYA,"0812900679104320",76.2559878665,24.2997053771
Uniara,Tonk,Rajasthan,village,BILOTA,"0812000621093598",76.0857041420,25.9336342181
Khanpur,Jhalawar,Rajasthan,village,POTUKHERI,"0812900678103825",76.3969099904,24.7657995234
Khanpur,Jhalawar,Rajasthan,village,LODHA,"0812900678103823",76.3513116931,24.7691543901
Khanpur,Jhalawar,Rajasthan,village,DURJANPURA,"0812900678103826",76.4148516902,24.7756807419
Khanpur,Jhalawar,Rajasthan,village,BORELI,"0812900678103810",76.2204384188,24.7697097771
Jhalrapatan,Jhalawar,Rajasthan,village,GADIYA,"0812900679104150",76.2669164837,24.4796560600
Jhalrapatan,Jhalawar,Rajasthan,village,ASNAWAR,"0812900679104161",76.3319051922,24.4782300327
Jhalrapatan,Jhalawar,Rajasthan,village,JHIJNI,"0812900679104060",76.0381529752,24.4807719093
Pirawa,Jhalawar,Rajasthan,village,RUPPURA,"0812900683105161",76.0155386076,24.4774981395
Jhalrapatan,Jhalawar,Rajasthan,village,NALA,"0812900679104018",76.4044931792,24.4865325532
Khanpur,Jhalawar,Rajasthan,village,BHILKHERI,"0812900678103970",76.5057326555,24.5685411182
Jhalrapatan,Jhalawar,Rajasthan,village,BHANWRIYA,"0812900679104032",76.2376657127,24.5632643747
Jhalrapatan,Jhalawar,Rajasthan,village,SINGHANIYA,"0812900679104043",76.0916655332,24.5564419451
Aklera,Jhalawar,Rajasthan,village,KISHANPURA,"0812900680104609",76.4535571978,24.2147132499
Jhalrapatan,Jhalawar,Rajasthan,village,DEWAR,"0812900679104345",76.2268777949,24.2745808519
Jhalrapatan,Jhalawar,Rajasthan,village,RAMCHANDPURA,"0812900679104340",76.2642086847,24.2802841323
Manohar Thana,Jhalawar,Rajasthan,village,BANSKHERI,"0812900681104727",76.7284700681,24.2853666478
Pirawa,Jhalawar,Rajasthan,village,BANOR,"0812900683105084",76.1212869125,24.2696141828
Aklera,Jhalawar,Rajasthan,village,JAGDISHPURA,"0812900680104482",76.4044482177,24.3211479423
Jhalrapatan,Jhalawar,Rajasthan,village,KHACHROD,"0812900679104316",76.2149747809,24.3142931754
Pirawa,Jhalawar,Rajasthan,village,KESARPURA,"0812900683105059",76.0154185524,24.3116861061
Aklera,Jhalawar,Rajasthan,village,KHOLI,"0812900680104499",76.5351447857,24.3239819935
Manohar Thana,Jhalawar,Rajasthan,village,CHHAN,"0812900681104694",76.7152903855,24.3212898891
Pirawa,Jhalawar,Rajasthan,village,GURARIYA,"0812900683105124",76.0716961201,24.4137937330
Jhalrapatan,Jhalawar,Rajasthan,village,SEMLI KALAN,"0812900679104217",76.3003138012,24.4180667636
Jhalrapatan,Jhalawar,Rajasthan,village,KHOLI,"0812900679104233",76.2465698668,24.4243085366
Aklera,Jhalawar,Rajasthan,village,SARKANDIYA,"0812900680104573",76.6003337500,24.2855393548
Jhalrapatan,Jhalawar,Rajasthan,village,LODHAKHERA,"0812900679104364",76.2736269104,24.2471974779
Jhalrapatan,Jhalawar,Rajasthan,village,AMARPURA,"0812900679104371",76.3392714317,24.2550326046
Aklera,Jhalawar,Rajasthan,village,GURARI,"0812900680104567",76.5121178208,24.2578266550
Aklera,Jhalawar,Rajasthan,village,UMARIYA,"0812900680104604",76.4000312932,24.2411955280
Aklera,Jhalawar,Rajasthan,village,PANCHANKHERI,"0812900680104558",76.4169738313,24.2588292393
Aklera,Jhalawar,Rajasthan,village,GOKALPURA,"0812900680104642",76.6563029484,24.2672161824
Manohar Thana,Jhalawar,Rajasthan,village,GORIYAKHERA,"0812900681104793",76.7064923530,24.2629862188
Aklera,Jhalawar,Rajasthan,village,DEVRI KALAN,"0812900680104518",76.5972367259,24.3452203794
Aklera,Jhalawar,Rajasthan,village,SEMLI,"0812900680104510",76.5533158070,24.3458183368
Jhalrapatan,Jhalawar,Rajasthan,village,BHUMARA,"0812900679104310",76.1942600681,24.3339373356
Aklera,Jhalawar,Rajasthan,village,UGENA,"0812900680104449",76.6193158201,24.3642308023
Jhalrapatan,Jhalawar,Rajasthan,village,JAGPURA,"0812900679104307",76.2228343533,24.3532551334
Jhalrapatan,Jhalawar,Rajasthan,village,RATYADUNGR,"0812900679104278",76.2534400009,24.3523067326
Aklera,Jhalawar,Rajasthan,village,RANPURA,"0812900680104446",76.6408477999,24.3622515161
Jhalrapatan,Jhalawar,Rajasthan,village,RAGHUNATHPURA,"0812900679104245",76.3489218530,24.3583950731
Aklera,Jhalawar,Rajasthan,village,TOLKHERA,"0812900680104628",76.5335928603,24.2159609320
Manohar Thana,Jhalawar,Rajasthan,village,KOLUKHERI,"0812900681104749",76.7033025282,24.2078772007
Jhalrapatan,Jhalawar,Rajasthan,village,SAL KI DUNGRI,"0812900679104181",76.4222519929,24.5106115890
Jhalrapatan,Jhalawar,Rajasthan,village,BIRIYAKHEDI,"0812900679104069",76.1408609772,24.5056457178
Jhalrapatan,Jhalawar,Rajasthan,village,PANWASA,"0812900679104101",76.3023992513,24.5113845493
Jhalrapatan,Jhalawar,Rajasthan,village,BACHOLI,"0812900679104099",76.3063967548,24.5208197210
Khanpur,Jhalawar,Rajasthan,village,KHATAVDA,"0812900678103840",76.2985700795,24.7594946535
Aklera,Jhalawar,Rajasthan,village,KATPHALA,"0812900680104428",76.4689935271,24.4145387719
Aklera,Jhalawar,Rajasthan,village,AKLERA,"0812900680800619",76.5754139800,24.4126217237
Jhalrapatan,Jhalawar,Rajasthan,village,KANWARPURA,"0812900679104194",76.3983861758,24.4445167442
Aklera,Jhalawar,Rajasthan,village,MASROLI,"0812900680104407",76.4708916122,24.4396123471
Aklera,Jhalawar,Rajasthan,village,KISHANPURA,"0812900680104541",76.5662521463,24.3977627174
Aklera,Jhalawar,Rajasthan,village,PARBATI,"0812900680104432",76.5164018239,24.3937157354
Pirawa,Jhalawar,Rajasthan,village,RAWAL,"0812900683105008",76.1931178035,24.3884832399
Manohar Thana,Jhalawar,Rajasthan,village,SEMALBEH,"0812900681104678",76.8127867983,24.4038005699
Aklera,Jhalawar,Rajasthan,village,LAHAS,"0812900680104444",76.6441549631,24.3854264575
Jhalrapatan,Jhalawar,Rajasthan,village,ANANDPURA,"0812900679104330",76.3563557361,24.2874288027
Manohar Thana,Jhalawar,Rajasthan,village,PATWA,"0812900681104734",76.8020445679,24.2946029639
Aklera,Jhalawar,Rajasthan,village,SAWALDA,"0812900680104496",76.4901402097,24.3096362581
Manohar Thana,Jhalawar,Rajasthan,village,BANET,"0812900681104714",76.7843004325,24.3153471561
Aklera,Jhalawar,Rajasthan,village,MOTIPURA,"0812900680104484",76.5385752517,24.2276609708
Aklera,Jhalawar,Rajasthan,village,DEVRKHERA,"0812900680104578",76.5185950118,24.2277582133
Manohar Thana,Jhalawar,Rajasthan,village,BISHANKHERA,"0812900681104757",76.7538586901,24.2298124875
Pirawa,Jhalawar,Rajasthan,village,TUMRIYAKHERI,"0812900683105113",76.0167133756,24.2153281748
Aklera,Jhalawar,Rajasthan,village,PIRTHPURA,"0812900680104548",76.5564369554,24.2297002050
Jhalrapatan,Jhalawar,Rajasthan,village,DONDA,"0812900679104138",76.1513424605,24.4577094487
Aklera,Jhalawar,Rajasthan,village,BELWA,"0812900680104386",76.5070720268,24.4750614275
Manohar Thana,Jhalawar,Rajasthan,village,TADAKHERA,"0812900681104706",76.8222986835,24.3646286003
Jhalrapatan,Jhalawar,Rajasthan,village,GWAL DUNGRI,"0812900679104088",76.2827270349,24.5298307158
Pirawa,Jhalawar,Rajasthan,village,SAMIYA,"0812900683104996",76.0513811396,24.4193893695
Jhalrapatan,Jhalawar,Rajasthan,village,DEOLI,"0812900679104220",76.2902048984,24.4313572412
Pirawa,Jhalawar,Rajasthan,village,PETKAS (PETBHAR),"0812900683104992",76.0273058532,24.4254522671
Jhalrapatan,Jhalawar,Rajasthan,village,DHABLI KALAN,"0812900679104139",76.1769321167,24.4576457096
Jhalrapatan,Jhalawar,Rajasthan,village,JUNAKHERA,"0812900679104156",76.3072815122,24.4615338879
Jhalrapatan,Jhalawar,Rajasthan,village,MORI,"0812900679104367",76.2988132552,24.4521133878
Aklera,Jhalawar,Rajasthan,village,KHOKHERA,"0812900680104384",76.4908661452,24.4704495458
Pirawa,Jhalawar,Rajasthan,village,KANWARI,"0812900683104989",76.0244294474,24.4588083056
Jhalrapatan,Jhalawar,Rajasthan,village,GADARI,"0812900679104128",76.0638177774,24.4321000196
Khanpur,Jhalawar,Rajasthan,village,SDHNI,"0812900678103864",76.2739624586,24.6890309171
Khanpur,Jhalawar,Rajasthan,village,DEVPURA,"0812900678103830",76.4136453700,24.7139233884
Khanpur,Jhalawar,Rajasthan,village,DAHKHERA,"0812900678103843",76.2841797312,24.7694704638
Khanpur,Jhalawar,Rajasthan,village,BANNI,"0812900678103842",76.2998112186,24.7753028883
Khanpur,Jhalawar,Rajasthan,village,NAPANIA,"0812900678103853",76.2675203696,24.7344555736
Buhana,Jhunjhunun,Rajasthan,village,KALOTHARA,"0810300489071427",76.0215326215,28.2106863898
Jhalrapatan,Jhalawar,Rajasthan,village,JHIRNIYA,"0812900679104011",76.0975401128,24.6152339646
Jhalrapatan,Jhalawar,Rajasthan,village,MANPURA,"0812900679104022",76.2596375216,24.2527773764
Manohar Thana,Jhalawar,Rajasthan,village,RUPAHERA,"0812900681104743",76.7632270597,24.2601869439
Manohar Thana,Jhalawar,Rajasthan,village,JHIKNI,"0812900681104766",76.8716042386,24.2520615230
Pirawa,Jhalawar,Rajasthan,village,HIMMATGARH,"0812900683105090",76.1046922286,24.2385186750
Jhalrapatan,Jhalawar,Rajasthan,village,DURGPURA,"0812900679104017",76.1356914770,24.6317783432
Khanpur,Jhalawar,Rajasthan,village,AKAWAD KALAN JAGIR,"0812900678103954",76.5135064309,24.6369467475
Aklera,Jhalawar,Rajasthan,village,BEHRI KHURD,"0812900680104556",76.3994498536,24.2711168412
Jhalrapatan,Jhalawar,Rajasthan,village,NEOKHER,"0812900679104351",76.2273495987,24.2396940129
Jhalrapatan,Jhalawar,Rajasthan,village,MOYAKHERI,"0812900679104354",76.2409791332,24.2423038126
Manohar Thana,Jhalawar,Rajasthan,village,JITPURA,"0812900681104762",76.7984801514,24.2571353500
Manohar Thana,Jhalawar,Rajasthan,village,MESHPURA,"0812900681104747",76.7109374744,24.2486560113
Khanpur,Jhalawar,Rajasthan,village,BAGHER,"0812900678103882",76.2682334439,24.6169142722
Khanpur,Jhalawar,Rajasthan,village,UMEDPURA,"0812900678103808",76.2558995358,24.6305353231
Sawai Madhopur,Sawai Madhopur,Rajasthan,village,JUWAR,"0810800531077694",76.2968024957,25.9287096043
Pirawa,Jhalawar,Rajasthan,village,BAJRANGPURA,"0812900683105017",76.1597274055,24.3744579889
Aklera,Jhalawar,Rajasthan,village,KHANPURA,"0812900680104443",76.6249903072,24.3873702825
Aklera,Jhalawar,Rajasthan,village,JAMUNIYA,"0812900680104586",76.6021699206,24.2682892552
Pirawa,Jhalawar,Rajasthan,village,BORKHERI,"0812900683105080",76.0219455198,24.2564223092
Pirawa,Jhalawar,Rajasthan,village,KHJARPUR,"0812900683105086",76.1357949757,24.2573522609
Jhalrapatan,Jhalawar,Rajasthan,village,NAHARI KALAN,"0812900679104333",76.3466089950,24.2664154685
Jhalrapatan,Jhalawar,Rajasthan,village,KHERKHERA,"0812900679104168",76.3456753635,24.4496467694
Pirawa,Jhalawar,Rajasthan,village,GUNDI,"0812900683104985",76.0164113352,24.4396006035
Manohar Thana,Jhalawar,Rajasthan,village,MADANPURA,"0812900681104775",76.7884181141,24.2002895230
Aklera,Jhalawar,Rajasthan,village,PHOKHARRA,"0812900680104455",76.5909835873,24.3904778001
Jhalrapatan,Jhalawar,Rajasthan,village,CHAUKRI,"0812900679104202",76.3775158308,24.3937990051
Jhalrapatan,Jhalawar,Rajasthan,village,PANDKI,"0812900679104238",76.2830992818,24.3908987357
Manohar Thana,Jhalawar,Rajasthan,village,SULIYA,"0812900681104652",76.6987535096,24.4024426705
Pirawa,Jhalawar,Rajasthan,village,RAGHUNATHPURA,"0812900683105009",76.1805888353,24.3699448840
Khanpur,Jhalawar,Rajasthan,village,MUNDLA,"0812900678103865",76.2883440253,24.6861390525
Khanpur,Jhalawar,Rajasthan,village,KUNTADA,"0812900678103867",76.3018347944,24.6978060733
Khanpur,Jhalawar,Rajasthan,village,DEDIYA,"0812900678103908",76.3932996653,24.6958802514
Khanpur,Jhalawar,Rajasthan,village,BHADKARI,"0812900678103866",76.2923990856,24.7019962833
Khanpur,Jhalawar,Rajasthan,village,HEECHAR,"0812900678103849",76.2006386558,24.6717916478
Jhalrapatan,Jhalawar,Rajasthan,village,KHOKHANDI,"0812900679103987",76.0890867729,24.6789999145
Jhalrapatan,Jhalawar,Rajasthan,village,RALAYATA,"0812900679104039",76.1412592927,24.5647527791
Khanpur,Jhalawar,Rajasthan,village,BUKHARI,"0812900678103974",76.5218181217,24.5357426852
Khanpur,Jhalawar,Rajasthan,village,BARANA,"0812900678103924",76.3450213950,24.6066997717
Khanpur,Jhalawar,Rajasthan,village,CHANDALYA,"0812900678103961",76.4624485012,24.6120547153
Khanpur,Jhalawar,Rajasthan,village,PADMIYAN,"0812900678103820",76.3361469007,24.7782592281
Khanpur,Jhalawar,Rajasthan,village,CHANDKHERI,"0812900678103832",76.4072654125,24.7298147788
Aklera,Jhalawar,Rajasthan,village,MUAKHERA,"0812900680104486",76.6249746716,24.3498541603
Aklera,Jhalawar,Rajasthan,village,NAYAGAON,"0812900680104537",76.5797806040,24.3562543816
Aklera,Jhalawar,Rajasthan,village,BALDEVPURA,"0812900680104478",76.4302961357,24.3628897046
Jhalrapatan,Jhalawar,Rajasthan,village,MOTPURA,"0812900679104277",76.2563368844,24.3649252300
Jhalrapatan,Jhalawar,Rajasthan,village,BORJHERI,"0812900679104337",76.3033178282,24.2695156582
Aklera,Jhalawar,Rajasthan,village,KAJLIYA,"0812900680104456",76.5749525359,24.3879810909
Jhalrapatan,Jhalawar,Rajasthan,village,SALAWAD,"0812900679104270",76.2309648295,24.3781779314
Jhalrapatan,Jhalawar,Rajasthan,village,KALAKOT,"0812900679104120",76.1166444600,24.4978559003
Jhalrapatan,Jhalawar,Rajasthan,village,GAUPURA,"0812900679104180",76.3987614214,24.5101697582
Jhalrapatan,Jhalawar,Rajasthan,village,RUPAREL,"0812900679104110",76.2500105437,24.5005191957
Pirawa,Jhalawar,Rajasthan,village,GURARA,"0812900683105034",76.1072304973,24.3553868576
Khanpur,Jhalawar,Rajasthan,village,JHAGAR,"0812900678103910",76.4546154094,24.7106780487
Khanpur,Jhalawar,Rajasthan,village,DUNDA,"0812900678103873",76.3370437065,24.7132629556
Khanpur,Jhalawar,Rajasthan,village,PHUGAHERI,"0812900678103869",76.3033457468,24.7194991789
Khanpur,Jhalawar,Rajasthan,village,GOLYAKHERI,"0812900678103831",76.4085805678,24.7213159057
Khanpur,Jhalawar,Rajasthan,village,LAAYFAL,"0812900678103847",76.2309128846,24.7071871813
Jhalrapatan,Jhalawar,Rajasthan,village,LALPURA,"0812900679104288",76.3651671100,24.2929074545
Aklera,Jhalawar,Rajasthan,village,BINDAKHERA,"0812900680104546",76.4029109070,24.2841082063
Pirawa,Jhalawar,Rajasthan,village,RUPAREL,"0812900683105051",76.1011718204,24.2866011546
Manohar Thana,Jhalawar,Rajasthan,village,JUNAPANI,"0812900681104735",76.8336361186,24.2993570527
Aklera,Jhalawar,Rajasthan,village,SAGORIYA,"0812900680104597",76.5053916257,24.2487149736
Jhalrapatan,Jhalawar,Rajasthan,village,GAGRAUN,"0812900679103992",76.1716465036,24.6468259094
Jhalrapatan,Jhalawar,Rajasthan,village,NAULAV,"0812900679103994",76.1503294393,24.6574061721
Khanpur,Jhalawar,Rajasthan,village,PPALDA,"0812900678103930",76.3744840819,24.5843888641
Khanpur,Jhalawar,Rajasthan,village,ERLI,"0812900678103962",76.4607834214,24.5964721071
Jhalrapatan,Jhalawar,Rajasthan,village,BARKHERA,"0812900679104247",76.4050763752,24.3967320585
Jhalrapatan,Jhalawar,Rajasthan,village,SOHANPURA,"0812900679104185",76.3783482551,24.4965178685
Khanpur,Jhalawar,Rajasthan,village,RAJPURA,"0812900678103927",76.3636817634,24.5690755864
Manohar Thana,Jhalawar,Rajasthan,village,BOMBULIYA,"0812900681104650",76.6868003591,24.4046374167
Jhalrapatan,Jhalawar,Rajasthan,village,BARBAR,"0812900679104268",76.2325822337,24.3930798881
Aklera,Jhalawar,Rajasthan,village,NAYAGAON (RATANPURA),"0812900680104406",76.4777760978,24.4292480471
Uniara,Tonk,Rajasthan,village,BARODIYA,"0812000621093475",76.0606960499,26.0187599571
Jhalrapatan,Jhalawar,Rajasthan,village,SAHIPUR,"0812900679104005",76.0710680091,24.6396252322
Jhalrapatan,Jhalawar,Rajasthan,village,KUSHALPURA,"0812900679104324",76.3080546345,24.2893335653
Manohar Thana,Jhalawar,Rajasthan,village,MAHARAJPURA,"0812900681104813",76.9331553263,24.1979689301
Aklera,Jhalawar,Rajasthan,village,AMLAODA,"0812900680104439",76.6086498086,24.4146996541
Jhalrapatan,Jhalawar,Rajasthan,village,SEMLI GOKUL,"0812900679104200",76.3758023304,24.4151066084
Aklera,Jhalawar,Rajasthan,village,KATPHALI,"0812900680104427",76.4611270371,24.4231059157
Pirawa,Jhalawar,Rajasthan,village,KALOTIYA,"0812900683104993",76.0229887532,24.4088186803
Aklera,Jhalawar,Rajasthan,village,THAROL,"0812900680104400",76.5358715145,24.4219797486
Khanpur,Jhalawar,Rajasthan,village,SAROLA KHURD,"0812900678103948",76.4236587635,24.6453538236
Khanpur,Jhalawar,Rajasthan,village,KHERI,"0812900678103914",76.4612534841,24.6575066384
Niwai,Tonk,Rajasthan,village,SINDHRA,"0812000617092976",76.0121249347,26.3195712191
Aklera,Jhalawar,Rajasthan,village,MADANPURA,"0812900680104520",76.4075016808,24.4167636005
Aklera,Jhalawar,Rajasthan,village,KOTRA,"0812900680104532",76.5936277417,24.3239405872
Pirawa,Jhalawar,Rajasthan,village,BORBAND,"0812900683105083",76.1319369436,24.3224140129
Jhalrapatan,Jhalawar,Rajasthan,village,CHARDUNGRI,"0812900679104299",76.2994538748,24.3229642791
Manohar Thana,Jhalawar,Rajasthan,village,GAJWARA,"0812900681104701",76.7748123011,24.3383570278
Pirawa,Jhalawar,Rajasthan,village,MATHNIYA,"0812900683105052",76.0812794106,24.3018099917
Pirawa,Jhalawar,Rajasthan,village,SEMLKHAM,"0812900683105035",76.1055527504,24.3388891369
Aklera,Jhalawar,Rajasthan,village,BALANIYA,"0812900680104504",76.5050549303,24.3592541278
Jhalrapatan,Jhalawar,Rajasthan,village,MUNDLIYAKHEDI,"0812900679104068",76.1414749031,24.5238948486
Jhalrapatan,Jhalawar,Rajasthan,village,GOBARDHANPURA,"0812900679104031",76.3557586158,24.3524613892
Manohar Thana,Jhalawar,Rajasthan,village,RAMPURA,"0812900681104707",76.7974198493,24.3533697249
Khanpur,Jhalawar,Rajasthan,village,JAGDSHPURA URF NAYAGAON,"0812900678103913",76.4530386854,24.6731579302
Khanpur,Jhalawar,Rajasthan,village,HARIGARH,"0812900678103859",76.2629147119,24.6480810996
Jhalrapatan,Jhalawar,Rajasthan,village,LUHAARIYA,"0812900679104000",76.0725637847,24.6602345846
Manohar Thana,Jhalawar,Rajasthan,village,KHERKHERI,"0812900681104676",76.8411027327,24.2259228860
Manohar Thana,Jhalawar,Rajasthan,village,GARBOLIYA,"0812900681104773",76.7796467220,24.2246920540
Jhalrapatan,Jhalawar,Rajasthan,village,KANKARIYA,"0812900679104358",76.2763708591,24.2179130359
Pirawa,Jhalawar,Rajasthan,village,KACHRAKHERI,"0812900683105088",76.1182061229,24.2173395158
Aklera,Jhalawar,Rajasthan,village,SURI,"0812900680104605",76.3879201590,24.2266309004
Jhalrapatan,Jhalawar,Rajasthan,village,BARKHERA KALAN,"0812900679104356",76.2653133750,24.2301729287
Jhalrapatan,Jhalawar,Rajasthan,village,BARKHERA KHURD,"0812900679104357",76.2546066989,24.2255892631
Khanpur,Jhalawar,Rajasthan,village,UMMEDPURA,"0812900678103860",76.2418157122,24.8018244756
Khanpur,Jhalawar,Rajasthan,village,SINGOLA,"0812900678103817",76.3161332059,24.8021294700
Khanpur,Jhalawar,Rajasthan,village,RAMPURA,"0812900678103818",76.3293398468,24.7988643801
Jhalrapatan,Jhalawar,Rajasthan,village,JTAPURA,"0812900679104151",76.2924661151,24.4702067669
Aklera,Jhalawar,Rajasthan,village,KOLBA,"0812900680104409",76.4921772586,24.4837937536
Jhalrapatan,Jhalawar,Rajasthan,village,KISHANPURA,"0812900679104113",76.1958587927,24.4852231837
Khanpur,Jhalawar,Rajasthan,village,BARBELIJAGIR,"0812900678103902",76.3566894532,24.6648328717
Jhalrapatan,Jhalawar,Rajasthan,village,PARTIYAKHERI,"0812900679104129",76.0799415494,24.4448427424
Aklera,Jhalawar,Rajasthan,village,TANDI (POLEE),"0812900680104405",76.4923740801,24.4509057006
Jhalrapatan,Jhalawar,Rajasthan,village,GADIYA,"0812900679104190",76.3857957152,24.4619468994
Jhalrapatan,Jhalawar,Rajasthan,village,TTRI,"0812900679104132",76.1134092261,24.4559705116
Jhalrapatan,Jhalawar,Rajasthan,village,BLVA,"0812900679104151",76.2736846052,24.4645920454
Jhalrapatan,Jhalawar,Rajasthan,village,UMEDPURA,"0812900679104313",76.2247327745,24.3426209629
Aklera,Jhalawar,Rajasthan,village,SEDRI,"0812900680104503",76.5057231082,24.3510893337
Aklera,Jhalawar,Rajasthan,village,KOOLU KHERA,"0812900680104478",76.4002446908,24.3475701992
Manohar Thana,Jhalawar,Rajasthan,village,JAWAR,"0812900681104697",76.7491010439,24.3406995203
Aklera,Jhalawar,Rajasthan,village,PACHOLA,"0812900680104506",76.5400445905,24.3589114792
Pirawa,Jhalawar,Rajasthan,village,DAWAL,"0812900683105007",76.1892237794,24.4006910082
Khanpur,Jhalawar,Rajasthan,village,MAHUVAKHERA,"0812900678103958",76.4807483565,24.5976806731
Khanpur,Jhalawar,Rajasthan,village,HATOLA,"0812900678103960",76.4927057018,24.6072596343
Aklera,Jhalawar,Rajasthan,village,NARSINGHPURA RCHHWA,"0812900680104399",76.5328999687,24.4412385269
Jhalrapatan,Jhalawar,Rajasthan,village,DABRIYA,"0812900679104159",76.3200406454,24.5045035963
Jhalrapatan,Jhalawar,Rajasthan,village,DHANWAS,"0812900679104002",76.1172421991,24.6646646259
Khanpur,Jhalawar,Rajasthan,village,SMALKHERI,"0812900678103917",76.4154555801,24.6799675579
Khanpur,Jhalawar,Rajasthan,village,KHANDI,"0812900678103918",76.3886268094,24.6701448104
Khanpur,Jhalawar,Rajasthan,village,BORDA,"0812900678103850",76.2203914789,24.6535174057
Khanpur,Jhalawar,Rajasthan,village,SOJJPURJAGIR,"0812900678103916",76.4282106195,24.6708201874
Khanpur,Jhalawar,Rajasthan,village,JITHANA,"0812900678103870",76.3007778909,24.7415111818
Jhalrapatan,Jhalawar,Rajasthan,village,AMJHER KALAN,"0812900679104361",76.2789121258,24.2371571715
Aklera,Jhalawar,Rajasthan,village,NMKHERA,"0812900680104640",76.6288233002,24.2654943107
Aklera,Jhalawar,Rajasthan,village,BEHRI KALAN,"0812900680104459",76.3981828036,24.2641279594
Aklera,Jhalawar,Rajasthan,village,NAYAKHERA,"0812900680104598",76.4993618075,24.2412459422
Manohar Thana,Jhalawar,Rajasthan,village,MANOHAR THANA,"0812900681104837",76.8160991009,24.2353288685
Manohar Thana,Jhalawar,Rajasthan,village,JHIRI,"0812900681104726",76.7278543636,24.2711586905
Pirawa,Jhalawar,Rajasthan,village,KHATKAR,"0812900683105094",76.0453196971,24.2507310024
Pirawa,Jhalawar,Rajasthan,village,TIKTIKIYA,"0812900683105092",76.0742127886,24.2534029093
Aklera,Jhalawar,Rajasthan,village,TORA,"0812900680104568",76.5256967006,24.2695432056
Aklera,Jhalawar,Rajasthan,village,BHLBHALTI,"0812900680104562",76.4520140386,24.2682379011
Pirawa,Jhalawar,Rajasthan,village,KALYANPURA,"0812900683105016",76.1556168774,24.3688129126
Manohar Thana,Jhalawar,Rajasthan,village,BANDHA,"0812900681104657",76.6918989102,24.3809109594
Jhalrapatan,Jhalawar,Rajasthan,village,MELKI,"0812900679104243",76.3354329235,24.3723870139
Aklera,Jhalawar,Rajasthan,village,BARAVDA,"0812900680104453",76.6019931513,24.3857229399
Jhalrapatan,Jhalawar,Rajasthan,village,GADARI,"0812900679104128",76.3284851590,24.3838510427
Jhalrapatan,Jhalawar,Rajasthan,village,SAMLI,"0812900679104119",76.3625762069,24.3927131480
Khanpur,Jhalawar,Rajasthan,village,ODHPUR,"0812900678103801",76.2906046056,24.8028336815
Khanpur,Jhalawar,Rajasthan,village,SAMADKHERIMAPH,"0812900678103807",76.2311853016,24.8070932416
Manohar Thana,Jhalawar,Rajasthan,village,ANWALHERA,"0812900681104758",76.7495971963,24.2433317933
Aklera,Jhalawar,Rajasthan,village,SARRA,"0812900680104631",76.5410874565,24.2409973448
Jhalrapatan,Jhalawar,Rajasthan,village,KOTRA RADI,"0812900679104362",76.2712586198,24.2420146450
Manohar Thana,Jhalawar,Rajasthan,village,BARGAON,"0812900681104767",76.8424030056,24.2491256101
Manohar Thana,Jhalawar,Rajasthan,village,ANKHKHERI,"0812900681104760",76.7750917315,24.2474233111
Aklera,Jhalawar,Rajasthan,village,AMLAUDA,"0812900680104602",76.4503924283,24.2399373130
Manohar Thana,Jhalawar,Rajasthan,village,AKOLIYA,"0812900681104761",76.7828453859,24.2495548756
Aklera,Jhalawar,Rajasthan,village,NAPANIYA,"0812900680104599",76.4790416483,24.2486751306
Jhalrapatan,Jhalawar,Rajasthan,village,RUPPURA,"0812900679104374",76.3482972259,24.2458187111
Aklera,Jhalawar,Rajasthan,village,DORIYAKHERI,"0812900680104592",76.5324868079,24.2617125210
Pirawa,Jhalawar,Rajasthan,village,KARARIA OSAV,"0812900683105091",76.0903145620,24.2517743909
Jhalrapatan,Jhalawar,Rajasthan,village,NANOR,"0812900679104350",76.2223311259,24.2568597767
Aklera,Jhalawar,Rajasthan,village,TALAV BHALTI,"0812900680104564",76.4631989187,24.2667369415
Jhalrapatan,Jhalawar,Rajasthan,village,AGRIYA KALAN,"0812900679104335",76.3270069145,24.2631222448
Jhalrapatan,Jhalawar,Rajasthan,village,NAHARI KHURD,"0812900679104334",76.3404435599,24.2726906735
Jhalrapatan,Jhalawar,Rajasthan,village,MOR,"0812900679104155",76.2781363009,24.2631336283
