SUB_DIST_C,DISTRICT,STATE,TYPE,NAME,CEN_2001,x,y
Bassi,Jaipur,Rajasthan,village,ANATPURA,"0811000549080890",76.1763951233,26.7251121615
Bassi,Jaipur,Rajasthan,village,RAMSAR,"0811000549080872",76.1602761491,26.7742699517
Kotputli,Jaipur,Rajasthan,village,BARAWAS,"0811000538800513",76.2191425818,27.7007207536
Jamwa Ramgarh,Jaipur,Rajasthan,village,RADHAGOVINDPURA,"0811000548080655",76.2044641524,26.9841784762
Manohar Thana,Jhalawar,Rajasthan,village,PACHETA,"0812900681104705",76.7927428664,24.3691254479
Chaksu,Jaipur,Rajasthan,village,MAHARAMPURA,"0811000550080971",76.0341036383,26.6414728155
Chaksu,Jaipur,Rajasthan,village,RADOLI,"0811000550080963",76.0564831975,26.6455079245
Chaksu,Jaipur,Rajasthan,village,BALRAMPURA,"0811000550080955",76.1240523023,26.6487992700
Chaksu,Jaipur,Rajasthan,village,MANDAWARI,"0811000550080953",76.1534721721,26.6494485344
Aklera,Jhalawar,Rajasthan,village,BELKHERA,"0812900680104608",76.4453626389,24.2234473761
Aklera,Jhalawar,Rajasthan,village,NIMKHERA,"0812900680104571",76.5588446085,24.2865774901
Jhalrapatan,Jhalawar,Rajasthan,village,BHANPURA,"0812900679104343",76.2542620092,24.2755456343
Manohar Thana,Jhalawar,Rajasthan,village,KHAJURI,"0812900681104702",76.7791905274,24.3284019583
Aklera,Jhalawar,Rajasthan,village,GORLYAKHERA,"0812900680104507",76.6667400132,24.3288738440
Pirawa,Jhalawar,Rajasthan,village,JHNKRIYA,"0812900683105049",76.1223918034,24.3015677455
Aklera,Jhalawar,Rajasthan,village,HARIPURA,"0812900680104587",76.4554920866,24.3408344429
Manohar Thana,Jhalawar,Rajasthan,village,BUKHURIYA,"0812900681104698",76.7639599585,24.3469966188
Pirawa,Jhalawar,Rajasthan,village,SUWANS,"0812900683105038",76.1692683702,24.3271926835
Aklera,Jhalawar,Rajasthan,village,GADIYA,"0812900680104483",76.4084209247,24.3351236498
Aklera,Jhalawar,Rajasthan,village,DUNGARGAON,"0812900680104591",76.5501088081,24.2600730156
Khanpur,Jhalawar,Rajasthan,village,PTAMPURA,"0812900678103863",76.2719440178,24.6710356868
Khanpur,Jhalawar,Rajasthan,village,SEVANILAKHAKHERI,"0812900678103906",76.3735353015,24.6810998957
Aklera,Jhalawar,Rajasthan,village,UNI,"0812900680104437",76.5966312848,24.4262670327
Jhalrapatan,Jhalawar,Rajasthan,village,WAJINDPURA,"0812900679104219",76.3268659403,24.4262186329
Pirawa,Jhalawar,Rajasthan,village,SEMLI,"0812900683105005",76.1702776057,24.4255977273
Aklera,Jhalawar,Rajasthan,village,MANGTA,"0812900680104396",76.5790435403,24.4344078436
Jhalrapatan,Jhalawar,Rajasthan,village,HARIPURA,"0812900679104103",76.3217825928,24.3929231069
Aklera,Jhalawar,Rajasthan,village,BASODIYA,"0812900680104461",76.5410098936,24.3911111885
Jhalrapatan,Jhalawar,Rajasthan,village,LAKSHMIPURA,"0812900679104266",76.2569937876,24.3924095841
Manohar Thana,Jhalawar,Rajasthan,village,BARRAWADA,"0812900681104648",76.6609915696,24.3934201103
Aklera,Jhalawar,Rajasthan,village,TELNI,"0812900680104436",76.5813366499,24.3985220798
Aklera,Jhalawar,Rajasthan,village,BANAYGA,"0812900680104466",76.4867407837,24.3837573590
Pirawa,Jhalawar,Rajasthan,village,PARASLI,"0812900683105018",76.1439350673,24.3844600400
Aklera,Jhalawar,Rajasthan,village,TURKARIYA,"0812900680104438",76.5966596527,24.4050154771
Jhalrapatan,Jhalawar,Rajasthan,village,MALIPURA,"0812900679104078",76.1965737899,24.5482133974
Khanpur,Jhalawar,Rajasthan,village,DHAGARIYA,"0812900678103938",76.4031652374,24.5446111056
Aklera,Jhalawar,Rajasthan,village,KHAPRA,"0812900680104433",76.5293628065,24.4088902285
Manohar Thana,Jhalawar,Rajasthan,village,ARJUNPURA,"0812900681104655",76.7369948822,24.4061451649
Khanpur,Jhalawar,Rajasthan,village,BHATWASI,"0812900678103891",76.3281314418,24.6039965710
Khanpur,Jhalawar,Rajasthan,village,MAHERA,"0812900678103844",76.2782933350,24.7478850403
Khanpur,Jhalawar,Rajasthan,village,BEASAR,"0812900678103827",76.4251596398,24.7485017704
Khanpur,Jhalawar,Rajasthan,village,BHAIRUPURA,"0812900678103883",76.4095040115,24.8350608134
Khanpur,Jhalawar,Rajasthan,village,BANGARSI,"0812900678103796",76.3109621044,24.8309659256
Khanpur,Jhalawar,Rajasthan,village,BOHARA,"0812900678103782",76.3811596431,24.8299259274
Khanpur,Jhalawar,Rajasthan,village,SAROLA,"0812900678103805",76.2603047312,24.8335527966
Khanpur,Jhalawar,Rajasthan,village,MENHADRI,"0812900678103781",76.3458176109,24.8300017564
Jhalrapatan,Jhalawar,Rajasthan,village,SARABA,"0812900679104131",76.0961433621,24.4572318049
Jhalrapatan,Jhalawar,Rajasthan,village,RCHHWA,"0812900679104225",76.2471392785,24.4582357113
Jhalrapatan,Jhalawar,Rajasthan,village,PPLIYA,"0812900679104189",76.3771435092,24.4775856875
Khanpur,Jhalawar,Rajasthan,village,GADARWARA NURLI,"0812900678103893",76.3308614603,24.6238672129
Khanpur,Jhalawar,Rajasthan,village,KANKARDA,"0812900678103932",76.3739243300,24.6231470029
Bonli,Sawai Madhopur,Rajasthan,village,MANGROLI GURUCH,"0810800529077523",76.1946359714,26.2244929344
Malarna Doongar,Sawai Madhopur,Rajasthan,village,BHAROTI,"0810800528077375",76.3679904954,26.2397648988
Chauth Ka Barwara,Sawai Madhopur,Rajasthan,village,MAHAPURA,"0810800530077537",76.0672578405,26.2343071458
Sawai Madhopur,Sawai Madhopur,Rajasthan,village,BHADERA,"0810800531077678",76.3709866610,26.0441070280
Sawai Madhopur,Sawai Madhopur,Rajasthan,village,SAWAI MADHOPUR,"0810800531800509",76.4328912840,25.9979133998
Sawai Madhopur,Sawai Madhopur,Rajasthan,village,ANTUN KHURD,"0810800531077656",76.3190873095,26.0550389206
Sawai Madhopur,Sawai Madhopur,Rajasthan,village,KUTALPUR,"0810800531077668",76.4281294010,26.0692059063
Sawai Madhopur,Sawai Madhopur,Rajasthan,village,ANTUN KALAN,"0810800531077644",76.3263102594,26.0606045206
Gangapur,Sawai Madhopur,Rajasthan,village,BAMAN BARODA,"0810800526077157",76.6156172480,26.4634576589
Bonli,Sawai Madhopur,Rajasthan,village,NANTORI,"0810800529077433",76.2200173125,26.4531270324
Gangapur,Sawai Madhopur,Rajasthan,village,MAU KHURD,"0810800526077128",76.7393475425,26.4732894848
Gangapur,Sawai Madhopur,Rajasthan,village,BAD KHURD,"0810800526077149",76.6722850050,26.4961860045
Bamanwas,Sawai Madhopur,Rajasthan,village,GAHNOLI,"0810800527077271",76.6062567513,26.4937329273
Gangapur,Sawai Madhopur,Rajasthan,village,GANGAPUR,"0810800526800508",76.7175822464,26.4810463656
Bamanwas,Sawai Madhopur,Rajasthan,village,THIKARIA,"0810800527077228",76.5804209324,26.6306732286
Baseri,Dhaulpur,Rajasthan,village,KANKOR,"0810600515075440",77.4832842330,26.6921639396
Bassi,Jaipur,Rajasthan,village,ROJWARI,"0811000549080867",76.1650998970,26.7817554781
Jamwa Ramgarh,Jaipur,Rajasthan,village,MANAUTA,"0811000548080667",76.0634983021,26.9202503208
Aklera,Jhalawar,Rajasthan,village,DURJANPURA,"0812900680104511",76.5681428759,24.3210436254
Jhalrapatan,Jhalawar,Rajasthan,village,RAIPLA,"0812900679104346",76.2140805419,24.2877943948
Jamwa Ramgarh,Jaipur,Rajasthan,village,CHILPALI,"0811000548080456",76.1069360773,27.2179415790
Jamwa Ramgarh,Jaipur,Rajasthan,village,JAICHANDPURA,"0811000548080466",76.0217275842,27.2158838747
Uniara,Tonk,Rajasthan,village,KUMARIA,"0812000621093651",76.1332255697,25.8444872533
Manohar Thana,Jhalawar,Rajasthan,village,DHAMDAR,"0812900681104675",76.8062168258,24.4246692623
Jhalrapatan,Jhalawar,Rajasthan,village,MANPURA,"0812900679104173",76.3144984696,24.4145987276
Jhalrapatan,Jhalawar,Rajasthan,village,GARAGAON,"0812900679104232",76.2505805100,24.4133903915
Viratnagar,Jaipur,Rajasthan,village,RAMSINGHPURA,"0811000539079230",76.0809549571,27.3450135003
Jamwa Ramgarh,Jaipur,Rajasthan,village,BARH DHAMSIYA,"0811000548080683",76.1402892889,26.8871907251
Bassi,Jaipur,Rajasthan,village,JHALWAR,"0811000549080828",76.1747691289,26.9074833376
Kotputli,Jaipur,Rajasthan,village,KANSALI,"0811000538079103",76.1421600814,27.6886452475
Jamwa Ramgarh,Jaipur,Rajasthan,village,NETAWALA,"0811000548080591",76.2641252043,27.0685209131
Chaksu,Jaipur,Rajasthan,village,SHRI SAMPATPURA,"0811000550081177",76.1002815245,26.5562198034
Chaksu,Jaipur,Rajasthan,village,KANKARIYA,"0811000550081170",76.0793190935,26.5561455304
Chaksu,Jaipur,Rajasthan,village,CHAK CHANDPURA,"0811000550080942",76.0933217478,26.6958682134
Chaksu,Jaipur,Rajasthan,village,CHAK MAHARAJ PURA,"0811000550081127",76.1617813575,26.6317571198
Chaksu,Jaipur,Rajasthan,village,GANESHPURA,"0811000550080979",76.0095645673,26.6519673933
Jamwa Ramgarh,Jaipur,Rajasthan,village,DHANI DHEKLA,"0811000548080474",76.0730659564,27.1941050978
Jamwa Ramgarh,Jaipur,Rajasthan,village,RAIPUR,"0811000548080580",76.1057016869,27.0437907743
Kotputli,Jaipur,Rajasthan,village,SANGDERA,"0811000538079026",76.2181726411,27.7584092759
Bassi,Jaipur,Rajasthan,village,HATHIPURA,"0811000549080815",76.1243850354,26.7832402698
Chaksu,Jaipur,Rajasthan,village,TAJPURA,"0811000550081102",76.0329983973,26.5589430388
Jamwa Ramgarh,Jaipur,Rajasthan,village,ANDHI,"0811000548080583",76.1635700493,27.0462151204
Aklera,Jhalawar,Rajasthan,village,BANKAR,"0812900680104613",76.4916605736,24.2143660805
Chaksu,Jaipur,Rajasthan,village,BILASPUR,"0811000550080969",76.0120246780,26.6718631680
Chaksu,Jaipur,Rajasthan,village,RALAWATA,"0811000550081123",76.0674492980,26.5593554082
Chaksu,Jaipur,Rajasthan,village,MANDALIYA,"0811000550081100",76.0498884309,26.5506600942
Chaksu,Jaipur,Rajasthan,village,BRIJRAJPURA,"0811000550080937",76.0533620411,26.6803833217
Bassi,Jaipur,Rajasthan,village,MORAND,"0811000549080802",76.1004176634,26.7481066042
Chaksu,Jaipur,Rajasthan,village,JHANPDA KALAN,"0811000550081159",76.1485022818,26.5805575229
Chaksu,Jaipur,Rajasthan,village,GARHI LASHKARI,"0811000550081132",76.0705452762,26.5999710245
Bassi,Jaipur,Rajasthan,village,DHANAO KALAN,"0811000549080796",76.0877074656,26.7270412586
Bassi,Jaipur,Rajasthan,village,BIMALPURA,"0811000549080797",76.0692835343,26.7272664706
Bassi,Jaipur,Rajasthan,village,MANOHARPURA,"0811000549080770",76.0312980886,26.7909506089
Bassi,Jaipur,Rajasthan,village,KHORAJYAWALA,"0811000549080860",76.1722458095,26.8040158654
Bassi,Jaipur,Rajasthan,village,PREMPURA,"0811000549080851",76.2355439653,26.8052778295
Jamwa Ramgarh,Jaipur,Rajasthan,village,KHARKARA,"0811000548080641",76.0867539064,26.9851666746
Jamwa Ramgarh,Jaipur,Rajasthan,village,KUDA,"0811000548080495",76.1554247702,27.1514399128
Chaksu,Jaipur,Rajasthan,village,KUSHALPURA,"0811000550081126",76.1235505921,26.6352922302
Chaksu,Jaipur,Rajasthan,village,KOHLYA,"0811000550081114",76.0489605060,26.6322247968
Kotputli,Jaipur,Rajasthan,village,PAWATA,"0811000538079123",76.0729990025,27.5848682826
Kotputli,Jaipur,Rajasthan,village,JODHPURA,"0811000538079134",76.1196621489,27.5926157920
Kotputli,Jaipur,Rajasthan,village,MANDHA,"0811000538079136",76.1580667125,27.5772036109
Kotputli,Jaipur,Rajasthan,village,TASKOLA,"0811000538079066",76.0340402899,27.5965700576
Viratnagar,Jaipur,Rajasthan,village,HARKISHANPURA,"0811000539079235",76.0938040669,27.3302629756
Shahpura,Jaipur,Rajasthan,village,SANGATPURA,"0811000540079342",76.0346092334,27.3287572023
Viratnagar,Jaipur,Rajasthan,village,CHEEND,"0811000539079221",76.1595362043,27.3368097758
Kotputli,Jaipur,Rajasthan,village,PURANNAGAR,"0811000538079033",76.1424754490,27.7541987772
Kotputli,Jaipur,Rajasthan,village,BHOTPURA,"0811000538079038",76.1098903626,27.7708821452
Viratnagar,Jaipur,Rajasthan,village,ANTELA,"0811000539079151",76.0411381065,27.5084984734
Viratnagar,Jaipur,Rajasthan,village,PAPRA,"0811000539079182",76.1813079007,27.4545436200
Aklera,Jhalawar,Rajasthan,village,GOBARDHANPURA,"0812900680104570",76.5409674794,24.2866664881
Aklera,Jhalawar,Rajasthan,village,DABA,"0812900680104580",76.6672539318,24.2886965964
Kotputli,Jaipur,Rajasthan,village,SUKLABAS,"0811000538079047",76.0739530988,27.7089412357
Kotputli,Jaipur,Rajasthan,village,TAPRI,"0811000538079082",76.2402771955,27.7206114745
Viratnagar,Jaipur,Rajasthan,village,LAKHAWALA,"0811000539079175",76.1445455247,27.4918924298
Jamwa Ramgarh,Jaipur,Rajasthan,village,GOTH,"0811000548080639",76.0839963511,26.9740556359
Jamwa Ramgarh,Jaipur,Rajasthan,village,PALRI KALAN,"0811000548080640",76.0956067048,26.9781698325
Bassi,Jaipur,Rajasthan,village,NIMORIYA,"0811000549080821",76.1513977654,26.8412130823
Bassi,Jaipur,Rajasthan,village,MALIHALA,"0811000549080822",76.1747949257,26.8544830247
Bassi,Jaipur,Rajasthan,village,KUNWARPURA,"0811000549080809",76.1190986228,26.7383908944
Manohar Thana,Jhalawar,Rajasthan,village,GHORAKHERA,"0812900681104725",76.9039850612,24.2272496516
Aklera,Jhalawar,Rajasthan,village,MOI KHURD,"0812900680104636",76.5835089746,24.2268304525
Pirawa,Jhalawar,Rajasthan,village,DHARUKHERI,"0812900683105119",76.0898719348,24.2116881550
Viratnagar,Jaipur,Rajasthan,village,DEOLI,"0811000539079177",76.1671762574,27.4866952686
Viratnagar,Jaipur,Rajasthan,village,BARODA,"0811000539079153",76.0554313858,27.4900832203
Viratnagar,Jaipur,Rajasthan,village,KAKRANA BARA,"0811000539079181",76.1911045688,27.4777639475
Viratnagar,Jaipur,Rajasthan,village,BHAGATPURA,"0811000539079167",76.0724921756,27.4932476534
Viratnagar,Jaipur,Rajasthan,village,DHANI PURALO,"0811000539079223",76.1336698187,27.3469523094
Bassi,Jaipur,Rajasthan,village,CHARANGARH,"0811000549080858",76.1558018241,26.8141225861
Kotputli,Jaipur,Rajasthan,village,SARUND,"0811000538079075",76.1352999665,27.7138643678
Kotputli,Jaipur,Rajasthan,village,JAGDSHPURA,"0811000538079077",76.1592743302,27.7189068433
Kotputli,Jaipur,Rajasthan,village,KHERKI VEERMAN,"0811000538079029",76.2048887207,27.7281912748
Chaksu,Jaipur,Rajasthan,village,BISHANPURA,"0811000550081170",76.0858853901,26.5637054159
Chaksu,Jaipur,Rajasthan,village,BARH CHANDPURA,"0811000550080941",76.0748570293,26.6862746873
Bassi,Jaipur,Rajasthan,village,SHANKARPURA,"0811000549080786",76.0409400350,26.7015685464
Bassi,Jaipur,Rajasthan,village,CHAK LAWAN,"0811000549080894",76.1949733072,26.7183104596
Bassi,Jaipur,Rajasthan,village,CHAK DEORI,"0811000549080896",76.1961043234,26.7222253071
Bassi,Jaipur,Rajasthan,village,GARH,"0811000549080813",76.1216576229,26.7673460769
Bassi,Jaipur,Rajasthan,village,SRIRAMNAGAR,"0811000549080803",76.1004562459,26.7364725040
Jamwa Ramgarh,Jaipur,Rajasthan,village,DAROLAI,"0811000548080492",76.1428608484,27.2041095038
Jamwa Ramgarh,Jaipur,Rajasthan,village,BARI DEHRA,"0811000548080467",76.0461333579,27.2295959198
Jamwa Ramgarh,Jaipur,Rajasthan,village,AJABPURA,"0811000548080459",76.0443584949,27.2416661152
Jamwa Ramgarh,Jaipur,Rajasthan,village,BHOJPURA,"0811000548080460",76.0277789492,27.2394582968
Pirawa,Jhalawar,Rajasthan,village,DWALKHERA,"0812900683105036",76.1368816770,24.3346850448
Aklera,Jhalawar,Rajasthan,village,LUHARPURA,"0812900680104395",76.6143467174,24.3553162264
Pirawa,Jhalawar,Rajasthan,village,TELIYAKHERI,"0812900683105085",76.1084425687,24.2586256953
Khanpur,Jhalawar,Rajasthan,village,KAGNIKHERA,"0812900678103972",76.5229541886,24.5530911571
Jhalrapatan,Jhalawar,Rajasthan,village,MOTIPURA,"0812900679104048",76.0828592301,24.5350119309
Jhalrapatan,Jhalawar,Rajasthan,village,PPALYA,"0812900679104087",76.2615763777,24.5462058752
Jhalrapatan,Jhalawar,Rajasthan,village,BAGERA,"0812900679104214",76.3089518788,24.3953387742
Jhalrapatan,Jhalawar,Rajasthan,village,PARLIU,"0812900679104218",76.2893285545,24.4026412294
Jhalrapatan,Jhalawar,Rajasthan,village,BARKHERI,"0812900679104223",76.2614465604,24.4313837748
Bassi,Jaipur,Rajasthan,village,NAGRAJPURA,"0811000549080808",76.1281104008,26.7353258957
Bassi,Jaipur,Rajasthan,village,GWALNI,"0811000549080878",76.1721846231,26.7500070977
Bassi,Jaipur,Rajasthan,village,DUBLI,"0811000549080880",76.1423660678,26.7631888850
Bassi,Jaipur,Rajasthan,village,RAMSINGHPURA,"0811000549080705",76.0805952034,26.7593858063
Bassi,Jaipur,Rajasthan,village,CHAPARIYAN,"0811000549080812",76.0975204537,26.7653824469
Bassi,Jaipur,Rajasthan,village,DHAULI,"0811000549080870",76.1435453582,26.7773033618
Viratnagar,Jaipur,Rajasthan,village,SHAYAMPURA,"0811000539079225",76.1188131920,27.3592027858
Viratnagar,Jaipur,Rajasthan,village,PANDO,"0811000539079227",76.0842127030,27.3702307527
Viratnagar,Jaipur,Rajasthan,village,SATNA,"0811000539079217",76.1781791834,27.3610665787
Jamwa Ramgarh,Jaipur,Rajasthan,village,GOPLIAWAS,"0811000548080601",76.1223838233,27.0138328810
Jamwa Ramgarh,Jaipur,Rajasthan,village,SAMOR,"0811000548080596",76.2102041833,27.0146411511
Viratnagar,Jaipur,Rajasthan,village,KISHANPURA,"0811000539079163",76.0769572226,27.4897342029
Viratnagar,Jaipur,Rajasthan,village,RAGHUNATHPURA,"0811000539079176",76.1729736570,27.5045767637
Bassi,Jaipur,Rajasthan,village,DHINGAR KA BAS,"0811000549080856",76.1720459392,26.8108023428
Manohar Thana,Jhalawar,Rajasthan,village,KHANKRA,"0812900681104739",76.7740462070,24.2672041729
Jhalrapatan,Jhalawar,Rajasthan,village,TOLKHERA,"0812900679104374",76.3667838821,24.2604362797
Jhalrapatan,Jhalawar,Rajasthan,village,NEEMODA,"0812900679104052",76.1147280785,24.5252050139
Viratnagar,Jaipur,Rajasthan,village,SUJAPUR,"0811000539079190",76.2177155837,27.4174718465
Jamwa Ramgarh,Jaipur,Rajasthan,village,HANUTPURA,"0811000548080448",76.0376189248,27.2843741330
