SUB_DIST_C,DISTRICT,STATE,TYPE,NAME,CEN_2001,x,y
Sojat,Pali,Rajasthan,village,RAMASNIBALA,"0811800599090679",73.6700863907,25.9753978567
Amet,Rajsamand,Rajasthan,village,SELA GURHA,"0812300641096689",73.9086340657,25.3413523493
Kumbhalgarh,Rajsamand,Rajasthan,village,MAGRADEV KI BHAGAL,"0812300642096949",73.6581133401,25.0578816937
Kumbhalgarh,Rajsamand,Rajasthan,village,GAMARI KI BHAGAL,"0812300642096966",73.5960540715,25.0593134507
Rajsamand,Rajsamand,Rajasthan,village,GARAWAS,"0812300643097075",73.9129910043,25.0775655194
Rajsamand,Rajsamand,Rajasthan,village,SANWAR,"0812300643097078",73.8506614863,25.0774627312
Sojat,Pali,Rajasthan,village,MORAWAS,"0811800599090634",73.4773793196,25.9666023460
Sojat,Pali,Rajasthan,village,DORNADI,"0811800599090694",73.8974284742,25.9964166001
Rohat,Pali,Rajasthan,village,DUNGARPUR,"0811800600090739",73.0487795982,25.9375454559
Rohat,Pali,Rajasthan,village,RAMPURA,"0811800600090784",73.1742071820,25.9761621369
Sojat,Pali,Rajasthan,village,CHANDAWAL,"0811800599090689",73.8445148494,26.0100589259
Kumbhalgarh,Rajsamand,Rajasthan,village,KUCHOLI,"0812300642096986",73.5407538359,24.9459684130
Railmagra,Rajsamand,Rajasthan,village,TURIKIYA KHERA,"0812300644097173",74.0100668888,24.9666415770
Nathdwara,Rajsamand,Rajasthan,village,DHANI REBARION,"0812300645097349",73.8795930757,24.9633617374
Nathdwara,Rajsamand,Rajasthan,village,KUNCHOLI,"0812300645097294",73.7995806212,24.9581245672
Nathdwara,Rajsamand,Rajasthan,village,PHULPURA,"0812300645097322",73.9366787777,24.9806264108
Nathdwara,Rajsamand,Rajasthan,village,KADON KA GURA,"0812300645097258",73.6551167849,24.9692442556
Rajsamand,Rajsamand,Rajasthan,village,DEWANA,"0812300643097105",73.8470674955,24.9771624892
Nathdwara,Rajsamand,Rajasthan,village,KARJIA,"0812300645097302",73.8393908953,24.9763191997
Kumbhalgarh,Rajsamand,Rajasthan,village,JARPHA,"0812300642096984",73.5778427242,24.9634103198
Deogarh,Rajsamand,Rajasthan,village,ESARMAND,"0812300640096560",74.0385974927,25.5874170396
Bhim,Rajsamand,Rajasthan,village,TELADA,"0812300639096500",73.8912336183,25.5976484838
Bhim,Rajsamand,Rajasthan,village,JHUTARA,"0812300639096497",73.9160406593,25.6034716377
Deogarh,Rajsamand,Rajasthan,village,LASANI,"0812300640096561",74.0043794779,25.5791558982
Deogarh,Rajsamand,Rajasthan,village,SANGAWAS,"0812300640096581",73.9297546898,25.5961782793
Deogarh,Rajsamand,Rajasthan,village,LACHHAMIPURA,"0812300640096540",74.0186101366,25.6102799245
Dungla,Chittaurgarh,Rajasthan,village,KISHOR JI KA KHERA,"0812600661101097",74.2206179849,24.6091087187
Dungla,Chittaurgarh,Rajasthan,village,IDERA,"0812600661101099",74.2554256099,24.5952665514
Jaitaran,Pali,Rajasthan,village,SANGAWAS,"0811800597090408",73.9468599870,26.1668206360
Jaitaran,Pali,Rajasthan,village,TALKIYA,"0811800597090383",73.9724691424,26.2466446047
Kumbhalgarh,Rajsamand,Rajasthan,village,NATHELA,"0812300642096925",73.7071415536,25.1684903016
Amet,Rajsamand,Rajasthan,village,UDAWATON KA KHERA,"0812300641096771",73.9415523028,25.2307752440
Rajsamand,Rajsamand,Rajasthan,village,PARASALI,"0812300643096996",73.8017661118,25.2194881434
Amet,Rajsamand,Rajasthan,village,BARJAL,"0812300641096728",74.0105905733,25.3202617234
Amet,Rajsamand,Rajasthan,village,DHERON KA GUDA,"0812300641096695",73.8529001788,25.3191135205
Deogarh,Rajsamand,Rajasthan,village,BHUNDWAS,"0812300640096594",73.9150701833,25.4945999641
Deogarh,Rajsamand,Rajasthan,village,SWADARI,"0812300640096642",73.9010074513,25.4939016456
Deogarh,Rajsamand,Rajasthan,village,HADAWA KA WAS,"0812300640096605",74.0024210033,25.5038389093
Kumbhalgarh,Rajsamand,Rajasthan,village,BARGULA,"0812300642096947",73.6604198212,25.0729997620
Rajsamand,Rajsamand,Rajasthan,village,SANGOT KHURD,"0812300643096992",73.7346771033,25.0692010251
Kumbhalgarh,Rajsamand,Rajasthan,village,KHARNOTA,"0812300642096880",73.8236019021,25.2616525737
Kumbhalgarh,Rajsamand,Rajasthan,village,GATRA UPARLA,"0812300642096865",73.6652779695,25.2642849878
Amet,Rajsamand,Rajasthan,village,FATEPURIA,"0812300641096762",73.9989979650,25.2793449891
Amet,Rajsamand,Rajasthan,village,BHAGWANPURA,"0812300641096756",73.9442745603,25.2691066271
Deogarh,Rajsamand,Rajasthan,village,PUNIYANA,"0812300640096564",74.0656919603,25.5575624789
Bhim,Rajsamand,Rajasthan,village,PEETHAGUDA,"0812300639096508",73.8290395829,25.5520730936
Deogarh,Rajsamand,Rajasthan,village,SANGRAMPURA,"0812300640096584",73.9254534886,25.5559293600
Deogarh,Rajsamand,Rajasthan,village,SOPRI,"0812300640096583",73.9429448258,25.5564652480
Bhim,Rajsamand,Rajasthan,village,DHAWALA KHURD,"0812300639096501",73.8972952089,25.6118984687
Railmagra,Rajsamand,Rajasthan,village,CHHARANGE KI KHERI,"0812300644097210",74.0733989384,24.9561214456
Nathdwara,Rajsamand,Rajasthan,village,PAKHAND,"0812300645097334",73.9616452039,24.9439861146
Nathdwara,Rajsamand,Rajasthan,village,JIWAKHERA,"0812300645097327",73.8855785686,24.9539488391
Rajsamand,Rajsamand,Rajasthan,village,MENGTIA KHURD,"0812300643097126",73.9469037486,24.9593727506
Railmagra,Rajsamand,Rajasthan,village,SUNARIYAKHERA,"0812300644097221",74.1557196466,24.9694909319
Amet,Rajsamand,Rajasthan,village,UPLI SAREVRI,"0812300641096799",74.0380467181,25.4316383401
Deogarh,Rajsamand,Rajasthan,village,BAGATPURA CHAK A,"0812300640096636",73.9374405601,25.4291839804
Deogarh,Rajsamand,Rajasthan,village,CHUNDI,"0812300640096645",73.8741358771,25.4252130787
Deogarh,Rajsamand,Rajasthan,village,BHURWARA,"0812300640096632",73.9701583218,25.4340945351
Bhim,Rajsamand,Rajasthan,village,PIPRELU,"0812300639096527",73.7730870265,25.4212717058
Rajsamand,Rajsamand,Rajasthan,village,MORCHNA,"0812300643097058",73.8592790932,25.1025670006
Nathdwara,Rajsamand,Rajasthan,village,TAGRION KA GURHA,"0812300645097333",73.9350260974,24.9373171887
Railmagra,Rajsamand,Rajasthan,village,ANJANA,"0812300644097228",74.1076155571,24.9446170463
Rajsamand,Rajsamand,Rajasthan,village,BHAWA,"0812300643097068",73.9405535085,25.0827809533
Rajsamand,Rajsamand,Rajasthan,village,MADRI GOVASTHAN,"0812300643097056",73.8242556209,25.0944427741
Rajsamand,Rajsamand,Rajasthan,village,BANAI,"0812300643097032",73.9439658221,25.1265101473
Kumbhalgarh,Rajsamand,Rajasthan,village,BARIND,"0812300642096938",73.6772730239,25.1194836395
Rajsamand,Rajsamand,Rajasthan,village,KHEMAKHERA,"0812300643097028",73.9970345087,25.1308182332
Rajsamand,Rajsamand,Rajasthan,village,MOKHAMPURA,"0812300643097042",73.8511202589,25.1319966607
Nathdwara,Rajsamand,Rajasthan,village,KOTHARIA CHAK NO.1,"0812300645097350",73.8544317834,24.9629011831
Railmagra,Rajsamand,Rajasthan,village,KAROLIYA,"0812300644097176",74.0376985813,24.9734368922
Nathdwara,Rajsamand,Rajasthan,village,RACHHATI,"0812300645097261",73.6225911952,24.9524061544
Nathdwara,Rajsamand,Rajasthan,village,ULPURA NADIWALA,"0812300645097317",73.8821694225,24.9754333448
Nathdwara,Rajsamand,Rajasthan,village,KHERLIYA,"0812300645097277",73.7432735639,24.9686860284
Kumbhalgarh,Rajsamand,Rajasthan,village,SAMICHA,"0812300642096969",73.6107792748,25.0321725201
Railmagra,Rajsamand,Rajasthan,village,GANESHPURA,"0812300644097155",74.1808281195,25.0773414003
Nathdwara,Rajsamand,Rajasthan,village,MANDIANA,"0812300645097343",73.9062757761,24.9172418419
Nathdwara,Rajsamand,Rajasthan,village,FATEHPUR,"0812300645097265",73.6093791510,24.8966984867
Nathdwara,Rajsamand,Rajasthan,village,SARSUNIYA,"0812300645097366",73.7428159220,24.9171271112
Nathdwara,Rajsamand,Rajasthan,village,KHAMNOR,"0812300645097368",73.7208060934,24.9082330653
Nathdwara,Rajsamand,Rajasthan,village,SADARPURA,"0812300645097347",73.8746527068,24.9316016709
Nathdwara,Rajsamand,Rajasthan,village,ARGELA,"0812300645097346",73.8846902655,24.9335845579
Nathdwara,Rajsamand,Rajasthan,village,BADLIWALA,"0812300645097300",73.8423662004,24.9357935481
Nathdwara,Rajsamand,Rajasthan,village,TANTOL,"0812300645097364",73.7620165885,24.9189581330
Deogarh,Rajsamand,Rajasthan,village,DANTRA,"0812300640096669",74.0707295553,25.3110118089
Kumbhalgarh,Rajsamand,Rajasthan,village,KACHAR,"0812300642096863",73.6944831408,25.2916770895
Amet,Rajsamand,Rajasthan,village,RACHHETI,"0812300641096721",74.0193243780,25.3602694597
Bhim,Rajsamand,Rajasthan,village,BILIYAVAS,"0812300639096428",74.2229527950,25.8689850196
Kapasan,Chittaurgarh,Rajasthan,village,HIRAJI KA KHERA,"0812600660101053",74.2819908786,24.7242369614
Nathdwara,Rajsamand,Rajasthan,village,GHATI MATH,"0812300645097415",73.6975145958,24.7906767567
Nathdwara,Rajsamand,Rajasthan,village,BARVALIYA,"0812300645097424",73.7243810144,24.7956538939
Nathdwara,Rajsamand,Rajasthan,village,RNTHUJANA,"0812300645097396",73.7732070314,24.7955427222
Nathdwara,Rajsamand,Rajasthan,village,SODAWAS,"0812300645097395",73.8010740095,24.8049561470
Nathdwara,Rajsamand,Rajasthan,village,LILERA KA GURHA,"0812300645097397",73.7840279382,24.8094172417
Deogarh,Rajsamand,Rajasthan,village,DADALIA,"0812300640096668",73.9985421521,25.3080035749
Deogarh,Rajsamand,Rajasthan,village,DEWAPURA,"0812300640096562",74.0299498706,25.5542746785
Rajsamand,Rajsamand,Rajasthan,village,BHAGWANDA,"0812300643097081",73.8633767529,25.0894399332
Bhim,Rajsamand,Rajasthan,village,KHEEMAGUDA,"0812300639096509",73.8228527437,25.5367085277
Bhim,Rajsamand,Rajasthan,village,PALARA,"0812300639096447",74.1505506464,25.7542679603
Jaitaran,Pali,Rajasthan,village,NIMBERA KHURD,"0811800597090454",74.1053153315,26.2138086084
Jaitaran,Pali,Rajasthan,village,JAITARAN,"0811800597800559",73.9398512656,26.2018146975
Bali,Pali,Rajasthan,village,KHINDAVA,"0811800605091319",73.2900250515,25.0737185792
Bali,Pali,Rajasthan,village,BHATUND,"0811800605091325",73.2393132635,25.0215057805
Desuri,Pali,Rajasthan,village,SINDARLI,"0811800603091182",73.4226184112,25.2482242765
Desuri,Pali,Rajasthan,village,KANA,"0811800603091191",73.5185981066,25.2639341155
Deogarh,Rajsamand,Rajasthan,village,NANDWA,"0812300640096623",73.9792275494,25.4546243993
Kapasan,Chittaurgarh,Rajasthan,village,NILOD,"0812600660101020",74.1226260717,24.7684559486
Kumbhalgarh,Rajsamand,Rajasthan,village,MOHANRAMJI KA GURHA,"0812300642096887",73.7782115078,25.2193795745
Rajsamand,Rajsamand,Rajasthan,village,KUNWARIYA,"0812300643097023",74.0296551346,25.1142823737
Railmagra,Rajsamand,Rajasthan,village,KHANDEL,"0812300644097144",74.0897426837,25.1191000647
Kumbhalgarh,Rajsamand,Rajasthan,village,BHAVANI KI BHAGAL,"0812300642096928",73.7129285191,25.1199697466
Rajsamand,Rajsamand,Rajasthan,village,MORVAN,"0812300643097054",73.8002361803,25.1169006142
Rajsamand,Rajsamand,Rajasthan,village,PARBAT KHERI,"0812300643097037",73.8962255787,25.1377351752
Kumbhalgarh,Rajsamand,Rajasthan,village,UDAWAR,"0812300642096913",73.5372896599,25.1235242030
Rajsamand,Rajsamand,Rajasthan,village,AKODIYAKAKHEDA,"0812300643097016",74.0096261319,25.1398828094
Kumbhalgarh,Rajsamand,Rajasthan,village,OLADAR,"0812300642096922",73.6575130612,25.1361948215
Rajsamand,Rajsamand,Rajasthan,village,DEVRA KA KHERA,"0812300643097012",73.8904864008,25.1625732824
Amet,Rajsamand,Rajasthan,village,MALIKHERA,"0812300641096784",73.9457658569,25.1885243262
Kapasan,Chittaurgarh,Rajasthan,village,RAIPURA KHURD,"0812600660100946",74.2262578739,24.8741977298
Kapasan,Chittaurgarh,Rajasthan,village,MOTUNIYA,"0812600660100963",74.1736502806,24.8471898151
Nawa,Nagaur,Rajasthan,village,MOGTIPURA,"0811200566083848",75.0490785769,27.2147981531
Danta Ramgarh,Sikar,Rajasthan,village,JEENMATA,"0811100554081742",75.2148142423,27.4426860201
Kumbhalgarh,Rajsamand,Rajasthan,village,UATRON KI BHAGAL,"0812300642096956",73.5617899292,25.0927542586
Railmagra,Rajsamand,Rajasthan,village,LAPASYA,"0812300644097147",74.1196022281,25.1228906850
Rajsamand,Rajsamand,Rajasthan,village,PASUND,"0812300643097038",73.8576416023,25.1200352197
Kumbhalgarh,Rajsamand,Rajasthan,village,KHERAN,"0812300642096920",73.6240122179,25.1113360359
Kumbhalgarh,Rajsamand,Rajasthan,village,MOYNA,"0812300642096937",73.6918543507,25.1148344502
Railmagra,Rajsamand,Rajasthan,village,TARAN KA KHERA,"0812300644097146",74.1097730882,25.1312955755
Amet,Rajsamand,Rajasthan,village,KAJI GURHA KALA,"0812300641096699",73.9361446751,25.3405294079
Kumbhalgarh,Rajsamand,Rajasthan,village,DHILORIYA,"0812300642096842",73.7458430364,25.3282788917
Amet,Rajsamand,Rajasthan,village,HAKIAWAS,"0812300641096694",73.8457498599,25.3315091747
Rajsamand,Rajsamand,Rajasthan,village,CHHAPAR KHERI,"0812300643097061",73.8793362313,25.1280069316
Rohat,Pali,Rajasthan,village,KALALI,"0811800600090782",73.2037806279,25.9955255394
Sojat,Pali,Rajasthan,village,RUPAWAS,"0811800599090646",73.5823973485,26.0057301158
Jaitaran,Pali,Rajasthan,village,NAYAGAON (PRATAPPURA),"0811800597090421",74.0799983345,26.3462610275
Nathdwara,Rajsamand,Rajasthan,village,SHISHWI,"0812300645097399",73.7869273303,24.8358620455
Nathdwara,Rajsamand,Rajasthan,village,WAJRUNDA,"0812300645097392",73.8133748124,24.8312986699
Railmagra,Rajsamand,Rajasthan,village,JAGPURA,"0812300644097186",74.2242620953,25.0444598884
Rajsamand,Rajsamand,Rajasthan,village,EMRI,"0812300643097134",73.9148016296,25.0285718845
Rajsamand,Rajsamand,Rajasthan,village,KANADEV KA GURHA NO2,"0812300643097097",73.7928697429,25.0303408772
Railmagra,Rajsamand,Rajasthan,village,JIWAKHER,"0812300644097159",74.1201466326,25.0420960777
Railmagra,Rajsamand,Rajasthan,village,RELMAGRA,"0812300644097179",74.1083468081,25.0192466943
Railmagra,Rajsamand,Rajasthan,village,JTAWAS,"0812300644097158",74.1353617164,25.0571882643
Rajsamand,Rajsamand,Rajasthan,village,PRATAPPURA,"0812300643097114",73.9385729874,25.0645041944
Kumbhalgarh,Rajsamand,Rajasthan,village,PIPANA,"0812300642096959",73.4929993381,25.0331350392
Kumbhalgarh,Rajsamand,Rajasthan,village,DOWAS,"0812300642096963",73.5546387913,25.0423906267
Rajsamand,Rajsamand,Rajasthan,village,T#NKRA,"0812300643097078",73.8390756183,25.0638584607
Kumbhalgarh,Rajsamand,Rajasthan,village,DABKUDIYA,"0812300642096935",73.6872447986,25.1004323983
Sojat,Pali,Rajasthan,village,CHHITRIYA,"0811800599090683",73.7884988561,26.0455766165
Sojat,Pali,Rajasthan,village,NAYAGAON,"0811800599090608",73.4531565623,26.0686319457
Sojat,Pali,Rajasthan,village,NAPAWAS,"0811800599090610",73.3719297161,26.0745019453
Raipur,Pali,Rajasthan,village,BOGASANI,"0811800598090520",74.0542966312,26.1033848761
Raipur,Pali,Rajasthan,village,BIRANTIYA KHURD,"0811800598090553",74.1404925024,26.1125707360
Jaitaran,Pali,Rajasthan,village,CHAUNDIYA,"0811800597090401",73.9036112442,26.1194058438
Jaitaran,Pali,Rajasthan,village,RAJADAND,"0811800597090398",73.8483772657,26.1745523097
Jaitaran,Pali,Rajasthan,village,BHAKHARWAS,"0811800597090413",73.9653038205,26.1859441854
Jaitaran,Pali,Rajasthan,village,JHAJHUNDA,"0811800597090407",73.9076361109,26.1841746080
Marwar Junction,Pali,Rajasthan,village,HIMLIAWAS,"0811800602091065",73.6255965905,25.7223226478
Marwar Junction,Pali,Rajasthan,village,BHOPARI,"0811800602090975",73.8012652105,25.7226607808
Pali,Pali,Rajasthan,village,GIRADRA,"0811800601090845",73.2418787512,25.7593541225
Rohat,Pali,Rajasthan,village,JETPUR,"0811800600090746",73.0548862151,25.7994986098
Sojat,Pali,Rajasthan,village,MAYAWAS,"0811800599090661",73.6272399602,25.8415386812
Sojat,Pali,Rajasthan,village,BASNI,"0811800599090668",73.6801261389,25.8934561497
Rohat,Pali,Rajasthan,village,BITI,"0811800600090770",73.1228234599,25.8575629376
Sojat,Pali,Rajasthan,village,BIJAJI KA GUDA,"0811800599090698",73.9520674537,25.9117515865
Railmagra,Rajsamand,Rajasthan,village,DAMODARPURA,"0812300644097194",74.2299478354,25.0324588208
Rajsamand,Rajsamand,Rajasthan,village,SUNDARCHA,"0812300643097079",73.8203262199,25.0590224183
Amet,Rajsamand,Rajasthan,village,SUMARIA,"0812300641096776",73.8754235092,25.1880372016
Kumbhalgarh,Rajsamand,Rajasthan,village,NATHELA,"0812300642096915",73.5436146300,25.0938317003
Amet,Rajsamand,Rajasthan,village,KULACHI,"0812300641096719",74.0257029318,25.4012062854
Amet,Rajsamand,Rajasthan,village,JORAWARPURA,"0812300641096713",74.0392945432,25.4174001996
Dungla,Chittaurgarh,Rajasthan,village,DEVIPURA,"0812600661101130",74.2868454098,24.5166022311
Dungla,Chittaurgarh,Rajasthan,village,BHANAKHERI,"0812600661101129",74.3015298223,24.5155071009
Desuri,Pali,Rajasthan,village,FAIRLY DENSE MIXED JUNGLE,"0811800603091128",73.6169199191,25.2941291505
Nathdwara,Rajsamand,Rajasthan,village,MARKA,"0812300645097241",73.7050074956,25.0348711612
Rajsamand,Rajsamand,Rajasthan,village,DEVTHARI,"0812300643097077",73.8425172343,25.0467972717
Nathdwara,Rajsamand,Rajasthan,village,SAGARI KI BHAGAL,"0812300645097267",73.6386914711,25.0288569054
Rajsamand,Rajsamand,Rajasthan,village,KHAKALIYAKHEDA,"0812300643097025",74.0091594465,25.0977835624
Kumbhalgarh,Rajsamand,Rajasthan,village,THORIA,"0812300642096926",73.7251802991,25.1380102993
Amet,Rajsamand,Rajasthan,village,JATIYAKHERA,"0812300641096813",73.9747448518,25.1703221407
Amet,Rajsamand,Rajasthan,village,KARAT WAS,"0812300641096805",74.0325287070,25.1738513076
Rajsamand,Rajsamand,Rajasthan,village,BINOL,"0812300643097014",73.9511043070,25.1651385888
Pali,Pali,Rajasthan,village,NARSINGHJI KA GURAR,"0811800601090838",73.3984846514,25.6455157111
Pali,Pali,Rajasthan,village,BHINDAR,"0811800601090882",73.0288411114,25.6488131207
Rohat,Pali,Rajasthan,village,BHINDAR,"0811800600090756",72.9830437734,25.6508403608
Marwar Junction,Pali,Rajasthan,village,NIMBRI NICHLI,"0811800602090964",73.8611040116,25.7274830923
Marwar Junction,Pali,Rajasthan,village,RAJOLA,"0811800602090952",73.7840277677,25.7887824073
Marwar Junction,Pali,Rajasthan,village,JADAN KHALSA,"0811800602090911",73.5058558490,25.8570323294
Pali,Pali,Rajasthan,village,NIMBARA,"0811800601090808",73.3289460454,25.8554201884
Sojat,Pali,Rajasthan,village,KAIRA KHURD,"0811800599090698",73.9832365357,25.9326251752
Raipur,Pali,Rajasthan,village,KHOKHARI,"0811800598090529",74.1569622272,26.1806158980
Jaitaran,Pali,Rajasthan,village,KANWALIYA KALAN,"0811800597090361",74.0258476878,26.3910387557
Jaitaran,Pali,Rajasthan,village,DHANERIYA,"0811800597090433",74.1984577995,26.4012038240
Jaitaran,Pali,Rajasthan,village,LAMBIYA,"0811800597090422",74.0722919770,26.3880518610
Jaitaran,Pali,Rajasthan,village,TIGRA,"0811800597090357",73.9765111732,26.4091744298
Jaitaran,Pali,Rajasthan,village,KEKINDRA,"0811800597090425",74.1211239016,26.4238899981
Marwar Junction,Pali,Rajasthan,village,DINGOR,"0811800602091022",73.8724827077,25.6776088424
Bali,Pali,Rajasthan,village,BAMNIYA,"0811800605091276",73.3227963092,25.3054138645
Bali,Pali,Rajasthan,village,SARKHEJRA,"0811800605091272",73.3295982334,25.3435911064
Jaitaran,Pali,Rajasthan,village,KATMOR DAYALPURA,"0811800597090432",74.1836596670,26.3631099294
Jaitaran,Pali,Rajasthan,village,PHALKA,"0811800597090353",73.9225395974,26.3919172408
Jaitaran,Pali,Rajasthan,village,KHINDAWAS,"0811800597090437",74.2815892733,26.4392263732
Sumerpur,Pali,Rajasthan,village,SHANPURA,"0811800604091266",73.1105793754,25.1165535946
Nathdwara,Rajsamand,Rajasthan,village,LILERA,"0812300645097441",73.7559700966,24.7460620354
Nathdwara,Rajsamand,Rajasthan,village,KUNDA,"0812300645097412",73.6584325364,24.7435599347
Nathdwara,Rajsamand,Rajasthan,village,KALIWAS,"0812300645097438",73.7441905301,24.7459297823
Nathdwara,Rajsamand,Rajasthan,village,SIYOL,"0812300645097440",73.7407954588,24.7643075950
Nathdwara,Rajsamand,Rajasthan,village,SHIKARBARI,"0812300645097443",73.7728755261,24.7635345683
Nathdwara,Rajsamand,Rajasthan,village,RAINIYA,"0812300645097434",73.7400535770,24.7703491329
Nathdwara,Rajsamand,Rajasthan,village,DAMAWARI,"0812300645097437",73.7270839493,24.7676792030
Deogarh,Rajsamand,Rajasthan,village,RAN,"0812300640096659",73.9601232292,25.4014991181
Deogarh,Rajsamand,Rajasthan,village,PTHA KA KHERA,"0812300640096656",73.9086275877,25.4028826783
Bhim,Rajsamand,Rajasthan,village,KATHAR,"0812300639096502",73.9009851322,25.6155784420
Nathdwara,Rajsamand,Rajasthan,village,KAMLI  KA GURA,"0812300645097435",73.7336774751,24.7700875341
Nathdwara,Rajsamand,Rajasthan,village,KARMANA KA DHANA,"0812300645097430",73.7813427117,24.7850256889
Nathdwara,Rajsamand,Rajasthan,village,BHUMALIYA KA GURA,"0812300645097416",73.7069942667,24.7946916659
Nathdwara,Rajsamand,Rajasthan,village,BILOTA,"0812300645097431",73.7637855742,24.7788060344
Nathdwara,Rajsamand,Rajasthan,village,GUDLI,"0812300645097428",73.7518519053,24.7946316223
Nathdwara,Rajsamand,Rajasthan,village,BORNI KA GURA,"0812300645097422",73.7154001293,24.7978049718
Nathdwara,Rajsamand,Rajasthan,village,GHODACH,"0812300645097410",73.6717328800,24.7950595849
Nathdwara,Rajsamand,Rajasthan,village,GORELA,"0812300645097425",73.7440687300,24.8033197361
Nathdwara,Rajsamand,Rajasthan,village,DARMI,"0812300645097421",73.7252240806,24.8095587078
Nathdwara,Rajsamand,Rajasthan,village,SAHELION KA GURHA,"0812300645097398",73.7852172464,24.8201548442
Rajsamand,Rajsamand,Rajasthan,village,GHATI,"0812300643097066",73.9894667373,25.0911423586
Rajsamand,Rajsamand,Rajasthan,village,BAGDOLA,"0812300643097070",73.9185229748,25.0925186737
Amet,Rajsamand,Rajasthan,village,KANJI KA KHERA,"0812300641096734",73.9157920775,25.2862214989
Kumbhalgarh,Rajsamand,Rajasthan,village,DUNGARJI KA GURHA,"0812300642096858",73.7353959689,25.2743233012
Amet,Rajsamand,Rajasthan,village,SALAMPURA,"0812300641096733",73.9402750534,25.2854579211
Amet,Rajsamand,Rajasthan,village,KISHANPURIYA,"0812300641096755",73.9550410042,25.2815237124
Amet,Rajsamand,Rajasthan,village,JASWANTPURA,"0812300641096761",73.9922503656,25.2900850801
Kumbhalgarh,Rajsamand,Rajasthan,village,KITELA,"0812300642096832",73.7788144112,25.3376883983
Bhim,Rajsamand,Rajasthan,village,MUTIA KA GURHA,"0812300639096531",73.7740127561,25.3519172680
Amet,Rajsamand,Rajasthan,village,BHERUDAS KA KHERA,"0812300641096676",73.8313139121,25.3479096473
Amet,Rajsamand,Rajasthan,village,RACHHETI KA KHEDA,"0812300641096707",74.0005770362,25.3601122401
Deogarh,Rajsamand,Rajasthan,village,MAD,"0812300640096667",73.9696600141,25.3529867900
Bali,Pali,Rajasthan,village,SEWARI,"0811800605091304",73.3034294034,25.0919638256
Bali,Pali,Rajasthan,village,KARANWA,"0811800605091316",73.3179085837,25.1234426437
Bali,Pali,Rajasthan,village,DUNGLI,"0811800605091309",73.3693743636,25.1795485004
Sumerpur,Pali,Rajasthan,village,KHERA NARWI,"0811800604091253",72.9690800015,25.1633651644
Bali,Pali,Rajasthan,village,PERVA,"0811800605091299",73.2113708202,25.1634417290
Desuri,Pali,Rajasthan,village,MANDIGAR,"0811800603091199",73.5068434267,25.1915390818
Nathdwara,Rajsamand,Rajasthan,village,HALWAS,"0812300645097336",73.9689161203,24.9312889640
Railmagra,Rajsamand,Rajasthan,village,MATAJI KA KHERA,"0812300644097227",74.1266613257,24.9340201225
Nathdwara,Rajsamand,Rajasthan,village,NICHLI ODAN,"0812300645097362",73.7885569489,24.9151330494
Nathdwara,Rajsamand,Rajasthan,village,KAMA,"0812300645097266",73.6334440368,24.9057618000
Kumbhalgarh,Rajsamand,Rajasthan,village,DHOLA KI ODE,"0812300642096904",73.6777362701,25.1656491560
Rajsamand,Rajsamand,Rajasthan,village,RAGHUNATHPURA,"0812300643097000",73.8579904946,25.1847133144
Nathdwara,Rajsamand,Rajasthan,village,MADRI JOSHION,"0812300645097363",73.7824011677,24.9306652392
Railmagra,Rajsamand,Rajasthan,village,RAMPURIYA,"0812300644097148",74.1309271460,25.1093041082
Railmagra,Rajsamand,Rajasthan,village,KURAJ,"0812300644097141",74.0949498189,25.0813106543
Kumbhalgarh,Rajsamand,Rajasthan,village,BALWAS,"0812300642096921",73.6268605433,25.1228277586
Rajsamand,Rajsamand,Rajasthan,village,GUGALETA,"0812300643097053",73.7886871383,25.1281353888
Kapasan,Chittaurgarh,Rajasthan,village,CHAKUDA,"0812600660101045",74.2553734270,24.7409406301
Kumbhalgarh,Rajsamand,Rajasthan,village,SONIANA,"0812300642096841",73.7565349616,25.3078365135
Deogarh,Rajsamand,Rajasthan,village,TIKKI,"0812300640096597",73.9469481207,25.5046490161
Deogarh,Rajsamand,Rajasthan,village,BHERUKHEDA,"0812300640096603",73.9839797642,25.5065004316
Deogarh,Rajsamand,Rajasthan,village,KHAKHARARA,"0812300640096569",74.0638526184,25.5035007552
Bhim,Rajsamand,Rajasthan,village,AKHAIGARH,"0812300639096414",74.2953001206,25.9518697419
Nathdwara,Rajsamand,Rajasthan,village,DEVRON KA GURHA,"0812300645097390",73.7788647464,24.8454124401
Kapasan,Chittaurgarh,Rajasthan,village,TARAKHERI,"0812600660100938",74.3002812076,24.8378242426
Kheenvsar,Nagaur,Rajasthan,village,NARWA KALAN,"0811200561083056",73.3298298001,26.9420185769
Nathdwara,Rajsamand,Rajasthan,village,PAPASAL,"0812300645097403",73.7265996619,24.8422200334
Nathdwara,Rajsamand,Rajasthan,village,KESULI,"0812300645097401",73.7454387004,24.8423999630
Nathdwara,Rajsamand,Rajasthan,village,DHANA,"0812300645097404",73.7333937591,24.8517467624
Nathdwara,Rajsamand,Rajasthan,village,JHAR SADRI,"0812300645097391",73.7960924836,24.8519193295
Nathdwara,Rajsamand,Rajasthan,village,DABION KA GURHA,"0812300645097389",73.7743238666,24.8556609296
Nathdwara,Rajsamand,Rajasthan,village,MANDAK KA GURA,"0812300645097405",73.7300249113,24.8609126829
